id,bdate,sex
97832702,26,1
24355456,56,2
316192428,29,1
445608742,27,2
112395445,25,2
7190560,32,2
7190768,30,1
179170747,20,2
73078466,35,2
225178517,21,1
138108715,26,1
265927036,45,2
17949485,28,2
190219,36,2
24360848,24,2
12172535,33,2
445640218,28,2
490557092,19,1
146732232,27,2
62241039,42,2
407445728,26,1
138110866,21,2
192620362,20,2
3182508,31,2
32169271,31,2
128018831,115,1
192050,31,2
17952616,24,1
17952906,32,2
167106488,21,2
12182849,40,1
97834862,45,2
490592251,47,1
146733086,21,1
62242941,33,1
265941003,20,2
17953691,26,1
128024048,31,2
192328,30,1
192841,34,1
192903,31,2
192928,40,2
192960,33,1
24368016,24,1
192632547,30,2
167112291,24,2
7196803,29,2
52309230,27,1
97841118,33,2
41782748,24,1
17954659,22,1
17954937,30,2
195082,31,2
225203922,25,1
370231947,31,2
343181710,27,2
243364591,20,1
167113248,22,2
12184729,26,2
7198897,24,1
289166812,23,1
73090654,23,2
490631965,19,1
112421565,20,2
17956537,23,2
17958861,64,1
445702953,20,1
208931595,25,2
195992,33,2
407514246,21,2
12188177,33,1
97854911,20,1
52312101,27,1
86076043,22,1
3186043,33,1
41787811,15,2
179188718,19,1
138117661,21,1
197162,40,1
197290,34,2
225207543,28,1
32181360,38,2
32182056,24,2
32182116,32,1
243371962,33,2
7201762,38,2
7202336,31,1
62263661,37,2
97865864,27,2
52319540,32,2
289184098,30,2
17962408,25,1
197705,35,1
265955422,17,2
225209572,26,2
146752044,24,1
32187844,27,1
7205911,29,1
7206424,34,2
192653380,30,2
3188119,32,2
407520691,112,2
73098492,21,2
86085870,19,1
198798,33,1
199406,32,2
370278844,20,2
343236484,32,2
7208618,27,1
225212237,62,1
24388066,30,1
3189387,30,2
407523151,25,2
156294663,24,2
179194050,42,2
138122321,21,2
199881,30,1
208972786,21,2
17964409,26,2
343251528,23,2
12195005,18,1
3190703,30,1
179195229,20,2
192660129,41,2
445742458,49,2
407532814,23,1
62278791,22,1
146760696,23,1
201015,36,2
97883730,23,1
32198492,54,2
32198816,28,2
167148508,31,2
225219977,21,2
179199133,22,2
179199677,21,2
73109386,26,1
208985033,18,1
266015336,22,1
316287531,21,2
86103490,23,1
3192579,32,2
41810053,27,1
24400848,29,1
179205784,19,2
179206345,30,2
156308217,33,2
73116762,23,2
138139471,28,2
445798847,20,1
167156254,26,2
3195060,36,2
24403287,35,2
41812496,28,2
490773926,18,1
12201384,44,2
62285206,24,2
73119856,23,2
316293605,34,1
24407006,22,1
7215871,35,1
266022721,61,2
138142695,35,2
179216350,20,1
52345832,22,1
3197679,34,1
112462550,31,1
445800956,23,2
32219170,32,2
86111145,22,1
225229434,36,2
146781708,22,1
156315343,45,2
289222031,39,2
97910439,37,2
7217170,28,1
7217783,30,1
205138,37,1
266025402,26,2
128071742,22,2
24410294,26,2
41816262,47,1
52350606,25,2
86112785,25,2
445813056,50,1
167166838,21,2
167166938,26,1
32223191,27,1
62290289,35,2
73124296,24,2
490826361,49,1
52351841,25,2
41824897,41,1
32224724,24,2
192726505,21,2
138144731,25,2
138150402,19,1
445826997,19,2
316297262,21,1
17975807,26,1
289226469,18,2
156317937,37,2
209446,37,2
209642,38,2
209869,31,2
209992,39,2
490830455,38,2
24413218,25,1
112468367,28,2
146788050,22,1
146788270,24,1
97938478,31,1
97938574,21,1
209042245,34,2
12208691,29,1
343336160,33,2
138154997,51,1
41831297,21,2
7222154,35,2
156319197,20,2
86127246,117,2
112471913,23,1
490883496,32,2
146789600,25,2
32226320,60,1
12209895,26,1
41832656,26,2
73131320,21,1
192740536,33,1
225249791,31,2
266046998,19,1
316315439,18,2
445873662,25,2
3204302,34,2
12211417,24,1
407634619,55,1
146806236,24,2
209050065,23,1
490898564,23,2
62305675,21,1
62309288,31,2
73133015,31,2
343353511,19,2
192742640,18,1
86130420,25,2
179245091,31,1
167181284,21,1
316330993,61,2
445876581,21,1
52367514,25,2
24430076,33,1
7227007,26,2
112483448,25,2
97953335,27,1
243522326,23,1
167182541,21,2
225255648,40,2
289281683,26,1
316333272,70,1
18007217,28,1
370427035,23,1
32241258,40,1
192756133,23,2
3206365,37,2
12213533,40,1
214298,30,2
214642,30,1
215191,31,2
146813009,22,2
343366594,19,1
18008450,29,2
156332995,26,2
209060141,19,2
167193158,25,2
316350805,57,1
490956167,26,1
3206811,38,1
3206896,34,1
97956007,20,1
7229096,27,1
7229363,24,1
138167305,20,1
156333660,32,2
215738,32,2
216019,30,1
216045,32,1
343379097,33,2
192760706,37,2
128109577,21,1
266072068,24,2
225260702,21,1
445908129,34,2
216596,31,2
216650,34,2
490971562,29,1
128110326,18,1
343383970,38,1
156335325,19,1
86139260,21,1
86139610,22,2
407715046,33,2
24443392,30,1
370430469,36,1
7232053,52,2
41845472,33,2
18012496,24,2
209077659,38,2
217487,46,2
32252171,30,1
445926761,21,2
128115608,38,1
179269654,20,2
146819763,20,2
112499523,27,2
490990973,26,1
490991504,27,1
3210362,33,2
97967182,20,2
52392188,26,2
24451660,23,1
7233602,23,1
41846536,37,1
41847132,26,1
12223963,25,2
146828699,18,1
445959961,47,2
24454352,37,1
86150728,33,2
18013993,33,2
97973205,22,2
370501109,51,1
266085427,22,1
220091,38,2
220298,33,1
146829848,23,2
243561432,22,1
3214623,28,2
3215060,27,2
192778320,58,1
138178335,25,1
24455693,25,1
24456198,22,2
112527008,21,1
445967494,45,1
225270408,38,1
491035364,41,1
18015533,29,2
18020816,44,2
407762405,17,1
316393147,24,2
220818,34,1
221160,30,2
32260777,22,1
209096864,18,1
3216223,26,1
3216674,31,2
192780031,39,2
73155615,22,1
73156047,21,2
343420535,20,1
128131362,20,2
112531162,30,2
52395685,21,2
7239354,31,2
41858336,22,2
445990259,40,1
97991062,37,2
221645,36,1
221811,28,1
221845,34,1
222402,34,1
316405174,16,2
146839608,29,1
32264387,25,1
209103020,88,1
3219564,43,2
3220092,27,1
62353708,21,1
128153224,18,1
7240153,41,1
167228498,19,2
446000385,38,1
97993298,32,1
112581383,21,1
18024835,25,1
222923,31,2
12230210,24,2
316422253,30,2
24460278,32,2
243580449,19,1
32266245,22,1
86177109,23,2
62359480,44,2
73169411,34,1
316423616,20,1
446024425,37,2
223627,32,1
224082,37,2
225318199,55,1
32267665,21,1
24461705,30,1
24462293,33,2
52403873,24,2
243583554,29,1
62369883,27,2
491074537,20,2
18029247,22,2
7251302,49,2
138189795,24,1
370547057,19,2
12239309,25,2
98003577,26,1
146854098,21,2
266118323,84,2
224853,32,1
224997,31,2
225203,35,2
225362,36,2
225425,31,1
3223524,35,2
3223995,28,2
32268886,27,2
24462861,26,1
209110635,19,2
41870595,22,1
86194895,28,2
138190458,22,1
62376919,26,1
12240298,38,1
370559034,27,2
192791324,23,2
226046,31,2
226731,32,1
112613424,36,2
209114613,30,2
407849849,21,1
41874814,35,2
225345643,47,2
491219750,30,2
24466737,38,2
266132172,42,2
52413596,21,1
18037831,31,2
370563837,22,2
316502286,36,2
12244558,26,1
12245380,23,2
62385928,27,2
167251251,27,2
24467279,21,2
343555265,43,2
146879319,24,1
407860235,21,2
225359266,24,2
225359634,19,2
192831342,34,2
243608889,20,2
52420446,26,2
41883763,41,1
86202836,21,2
7256826,26,1
73201204,21,1
266149666,20,2
32279503,27,1
229602,29,2
229618,34,2
3228186,29,2
167253180,37,1
62390491,22,2
62390531,27,2
446157790,21,1
18040504,24,1
343575449,53,1
491248260,37,2
128349583,32,2
7259256,38,2
7259339,48,1
41891767,26,2
86220193,20,2
12251069,25,1
266150631,20,1
62391861,42,1
225362206,58,2
179354161,29,2
209140484,22,1
128367190,20,1
156377230,22,1
243617774,22,1
491277156,19,1
370603495,22,2
73203362,19,1
7261515,33,1
24474848,24,2
231263,33,2
231643,36,2
12252043,27,2
112625921,22,1
32289003,23,1
32289716,22,2
146888142,25,2
266179445,22,1
179355797,22,1
343584853,27,1
491281783,18,1
316539638,62,1
52429514,21,2
232820,33,2
3234864,50,1
3234889,34,2
12252644,26,2
32290023,49,2
167279718,116,2
62396233,25,1
146897551,53,2
225370780,20,2
192841066,33,2
370616313,18,2
491283916,23,2
128391750,22,2
52433684,96,1
73211806,27,2
12253753,36,1
86230082,21,1
112666903,26,2
32293952,30,2
233516,37,2
233707,31,2
146900415,20,2
225372611,21,2
225373161,20,2
179368276,19,1
370628699,46,2
491306627,21,1
235531,35,2
235927,34,1
343620122,25,1
24492183,36,1
243655432,29,2
7268237,39,2
138209352,48,2
138210399,25,2
3237447,32,2
3238026,28,2
236553,30,2
236712,34,1
18057250,59,1
18057467,24,2
24499762,29,2
243659678,35,1
52438531,22,2
225381933,32,1
12258133,26,2
209201327,26,1
491357834,118,2
32299219,24,2
237704,36,2
62400626,43,1
24501936,24,1
24501971,26,1
179375340,21,1
167302443,20,2
167302486,20,1
41924475,23,1
491361548,16,1
225388646,38,1
238989,32,2
407963369,24,2
138222106,17,1
266217895,20,2
18066768,24,2
7272292,24,1
343636182,107,1
86250766,40,1
146909546,22,2
179375953,24,2
446277053,47,2
12260202,24,2
3242258,29,2
3243029,30,2
3243275,34,2
243676911,77,1
98049995,23,2
73221976,23,1
240119,32,1
289523918,37,1
491384106,21,2
407969484,30,2
138222906,27,2
192869899,35,1
24507439,27,1
446281094,24,2
112693381,21,2
7272765,39,2
86255682,21,1
289524958,17,1
289525032,42,2
3243764,33,2
3243785,35,1
491386057,20,2
446282576,114,2
225394040,17,2
209217175,19,1
7275498,26,1
289525750,22,1
167318887,18,1
146915498,20,1
156401253,19,1
156402618,20,2
62418265,30,1
52445965,40,2
343652801,24,1
24510176,25,1
24510446,118,2
41930574,28,2
243682938,21,2
209219734,20,2
98060834,26,2
242608,31,2
3247198,30,2
52448682,23,1
192885354,28,1
138226301,35,2
7279247,29,1
167324559,19,2
12275173,27,2
52449569,25,1
41934680,23,1
73236734,32,2
446308690,21,1
62430040,46,2
243686034,101,1
138229835,20,1
225428522,19,2
18078869,29,1
289538505,20,1
7281619,37,2
266245503,58,1
86283817,20,2
244541,32,1
244546,28,1
209224353,25,2
62433078,48,1
62433440,34,2
192890079,25,2
138229906,18,1
491491620,38,2
7282256,26,2
408036842,31,1
245676,36,2
245681,32,1
12277040,25,2
3250001,39,2
3250405,41,1
41943470,37,2
266249689,20,1
98081121,21,1
52453459,27,2
32328995,23,2
167333908,48,2
128484341,36,2
243688720,37,2
146926238,24,2
446334800,33,2
343666448,22,2
138232717,20,1
248058,31,1
225447789,25,2
370744192,16,2
52455675,23,2
98089267,25,2
24521486,99,2
146927680,24,2
128495422,35,2
446345337,23,2
243696235,24,1
192899057,43,1
156423763,45,1
7286025,28,2
7286457,25,1
316655808,26,1
491523294,35,2
491523589,26,1
248897,33,2
249310,30,2
370747044,21,2
18084572,29,2
41949346,28,1
167351662,22,1
446348173,16,1
138234852,23,1
156426647,32,1
156426810,22,1
156426963,20,2
243711566,27,2
3253419,29,1
179411578,37,1
73260882,19,2
249847,41,2
250447,31,2
250673,33,2
12285788,68,1
12286503,32,2
12286645,27,1
370760045,24,2
209244644,19,2
289583680,18,2
52458610,21,2
86298822,25,2
167352479,29,1
128508631,21,1
408078932,27,2
3254422,41,1
3254484,31,1
316672591,46,2
112780320,22,2
41951164,28,2
251150,31,2
251184,31,1
7290428,25,2
24531751,23,2
24531793,26,2
52461416,32,1
52467233,24,1
243716814,20,1
128525561,20,1
12289456,32,2
316673228,18,1
446371905,22,2
266285594,42,1
73266855,23,2
112784055,26,2
252057,30,1
252241,31,2
225466838,20,2
225468298,26,2
370778035,29,1
52468130,30,1
62452305,20,2
86308392,27,2
146938169,20,2
3256056,37,2
3256255,35,2
18090713,33,2
266286105,32,2
266286489,33,1
167364386,20,1
491617626,37,1
41962350,39,2
73267359,43,1
225469966,37,1
32348659,25,1
138239038,22,1
7293823,26,1
7293974,28,1
7293992,26,2
7293995,26,1
52469106,31,2
86308930,22,2
24538536,23,1
156444549,20,2
146940837,26,2
179437329,33,1
98101343,22,1
254434,34,1
243732787,28,1
491632560,25,1
32351168,38,2
7296447,32,2
370801550,25,1
52471674,65,1
289614918,17,2
24540157,31,1
192912963,32,2
12294490,27,1
3257946,28,1
209276387,27,1
146948653,64,1
98104366,29,1
255278,32,1
255936,28,1
112795318,42,1
24541388,30,1
86323923,22,2
73285849,21,1
12297140,24,1
209280183,19,2
446443020,26,2
18102396,31,2
256169,42,2
256387,35,2
266315263,118,2
98108084,21,1
3259473,55,2
3261674,28,2
3261780,33,1
62462461,26,2
491643088,39,2
32356357,46,2
225484514,21,2
112797639,22,1
52481212,28,1
73291627,21,2
42018692,23,2
12297449,25,1
18102838,25,2
156457128,31,1
3262953,28,1
3262973,30,1
138247729,22,2
192932116,20,1
491694164,76,1
209302115,34,2
62475071,26,1
266332002,19,2
179453841,30,1
112800263,28,2
52482739,24,2
408142543,24,2
73292507,53,1
3264155,35,2
42024817,30,2
138250047,22,2
156460703,23,2
24555205,28,1
32362309,22,1
289628103,22,2
12300342,29,1
12300579,41,1
86335917,24,2
24556281,33,2
52487429,40,2
259348,30,1
260790,34,1
260883,35,2
7304624,51,2
86339022,26,2
138252813,27,2
18105891,25,1
24558691,28,1
32365141,22,2
98119024,33,1
491731255,24,1
243810500,22,2
52490356,25,2
192945075,21,1
7306571,52,2
73305215,24,1
86342112,32,2
209318734,28,2
138253097,27,1
138253870,30,2
446495553,16,1
18109528,27,2
289635347,19,2
262469,38,1
7308782,28,2
343780643,18,1
370850678,24,1
86343643,26,2
112819060,25,1
138254373,22,2
138255499,24,1
18110165,28,1
24563275,54,1
491765099,20,2
179473578,22,1
42042933,30,2
7309711,30,2
225497113,20,1
112820280,23,1
18112072,30,2
18112967,29,1
3271294,37,1
225498288,19,1
86347219,26,2
73320696,49,2
62492076,28,2
7311631,32,2
408206514,19,2
3271748,47,2
3271966,34,2
3272238,32,2
32371554,21,1
316800786,19,1
316805456,19,2
128664344,25,2
209325349,25,1
12315469,31,2
52495322,30,2
446568433,71,1
192967609,36,2
18114791,21,1
62496140,35,1
73328996,111,2
42048737,24,1
32372634,22,1
32372968,23,1
32373332,24,2
98137102,50,2
266402331,26,1
52498266,41,2
52498827,25,2
343808295,114,2
18115427,36,2
167399618,36,2
7313165,32,2
62501333,26,1
3273623,39,1
408238237,21,1
73346011,25,2
156487824,43,2
32379027,22,1
32379264,32,2
12320452,24,2
52502619,23,2
52502948,20,1
446587666,16,1
167401209,23,1
18118173,25,1
3274985,32,2
3275372,33,2
32383510,28,1
24586156,33,1
243828792,22,2
316821450,17,1
52507027,22,1
491881758,34,2
138266245,24,2
179489636,27,1
3276302,38,1
343822224,50,1
42059601,24,2
98143773,24,2
225524404,20,1
32384489,24,1
12323970,38,2
193019491,32,1
146991611,32,2
316823807,27,2
18120076,40,1
52511838,22,1
289761227,26,1
167411875,16,2
243845063,20,1
266450206,21,2
209369757,29,1
179499859,37,2
12325849,26,2
12326014,21,1
32388269,28,1
112850708,20,2
86376507,32,1
86376714,64,1
156498792,23,1
146994631,32,1
138269644,20,1
289770342,39,2
12329365,31,2
112853190,29,2
86380362,30,2
7324655,42,1
7325029,29,2
3278508,35,2
491969248,23,1
156501744,26,2
272042,30,1
146997526,23,1
52518050,23,1
138271246,20,2
243851083,21,1
209378798,21,2
128816174,25,2
32390406,33,2
32391239,22,1
12329973,28,2
343850249,34,1
18124659,31,1
7327148,36,2
225542331,21,2
273219,33,2
42069375,22,2
147008600,23,2
408301575,25,2
289776989,26,2
209384610,28,2
179510077,30,2
266468067,22,1
7330826,27,2
3280096,34,2
446638387,24,2
86388790,26,1
112867294,27,2
273828,32,1
273996,33,2
274467,38,1
274740,32,2
42073168,64,1
408315731,20,1
62537706,27,1
147012972,21,2
193045970,26,1
12333217,54,2
492010474,21,1
209392198,20,1
3281868,33,2
128825927,24,1
7331123,26,1
7331597,34,2
73375186,21,2
156507879,24,2
112868007,42,1
225553203,22,2
42074111,24,1
343900305,22,2
24616781,39,2
86397236,29,1
62539829,24,1
408317788,36,2
289833698,31,1
12336554,31,2
32401571,25,1
3282956,26,2
7332055,23,1
128839755,23,1
446651082,31,2
156509323,24,1
275918,31,1
276860,36,2
147018203,26,2
52530358,23,2
52534010,26,1
86408395,52,1
343950304,22,1
343950812,23,2
167426951,24,1
408348903,29,1
32402516,35,1
492018591,43,1
18132324,31,2
3283567,26,1
7334135,25,2
12341313,31,2
73380988,21,1
42082080,21,1
277305,36,1
277806,32,1
62552508,43,2
156515561,19,2
52536598,39,2
147021634,22,2
446694340,17,1
193055554,50,2
225602102,25,1
32405998,24,1
32406906,21,2
343986266,49,2
343986289,22,1
179527198,24,2
179527752,21,2
98175496,27,1
7335891,27,1
7336948,105,1
266506896,21,1
3286359,39,1
3287079,41,1
12342894,32,1
492099148,21,2
73385862,29,2
278010,34,2
278612,31,2
128861735,21,1
446695991,38,1
24631363,25,1
42093676,22,2
42093803,30,2
98184690,22,2
7339788,26,1
243885213,19,2
280260,28,2
492106975,39,1
167441966,29,1
225610291,20,2
3288468,36,2
62565247,35,1
281267,32,2
371022608,19,1
12345321,46,2
12348670,28,2
147032239,21,2
138294330,20,2
24635414,28,2
344029344,18,2
62566568,26,2
42102522,31,2
32417904,26,1
32419377,24,2
225617178,26,1
179547112,24,2
7341766,39,2
7341972,31,1
18145082,24,2
282405,31,2
371028621,19,1
266532637,18,2
408394709,36,2
492117853,40,2
12350679,26,1
98199086,23,1
193078993,52,1
24636508,42,1
73398442,33,2
156526213,38,2
344029662,20,1
344030425,26,2
86419144,25,1
62567829,28,1
32423763,30,1
32424467,32,1
209438588,20,1
179548333,24,2
128904160,23,2
7342747,28,2
112927382,23,1
283226,31,1
283361,37,2
283597,31,1
283747,32,2
284013,31,2
446742097,20,1
3292443,29,2
52548586,48,2
225628559,23,1
98202105,30,1
371040888,30,2
73400471,23,2
167451808,25,2
86420351,24,1
179549117,29,1
193100498,21,2
209442999,21,1
243914773,31,1
7345603,25,1
52549296,28,2
128915020,21,1
289926860,19,2
446746984,54,1
284318,30,1
3293838,33,2
138297851,28,1
24639843,31,1
98204960,28,2
12356673,27,1
62571025,30,2
492125754,64,1
73411660,33,2
179554108,28,2
209457674,22,2
7347946,25,2
408416054,45,2
128937249,21,1
289929479,24,1
286683,31,2
138301099,82,1
225639743,21,1
446777825,21,2
98208953,27,2
98209166,23,2
12360467,107,1
316971274,24,2
492162835,23,2
266551950,23,1
73413209,25,1
18157432,24,1
128939222,49,1
3297946,33,2
32438859,22,1
62581545,35,2
42124374,21,2
266560375,22,2
316972392,28,1
243927736,18,2
7352221,35,1
18161886,29,2
209466320,19,1
112934307,25,1
193119928,30,1
288802,31,2
288894,33,2
3299154,31,1
344066098,20,1
24652676,30,2
289939442,39,2
98225696,21,2
73422725,24,2
446821965,25,1
62585112,22,2
7353928,23,1
167473930,19,1
193121220,21,2
179574198,29,1
98231465,44,1
32443095,19,2
73424576,21,1
289963373,21,2
446840492,25,2
316986254,38,2
3301752,34,2
179585438,23,2
290798,34,2
147077783,35,2
24664573,26,2
492309672,34,1
7356589,37,2
18165606,33,1
18166255,30,2
42139413,19,1
3301852,30,2
291775,41,2
147083649,22,2
98245725,23,1
179588932,22,2
73426804,37,2
52568732,24,1
225691535,29,2
138319569,24,2
12370835,30,2
7361652,34,2
7361757,21,1
446856833,23,1
3303886,30,2
289995302,20,1
98252375,26,1
492384189,19,2
209492868,35,2
128976082,22,2
24670162,26,2
317006345,24,2
32447882,38,1
193131037,20,1
293702,30,2
290000727,35,1
73435143,24,2
128990146,22,1
42151558,28,2
193137332,29,2
446867880,16,1
156578627,58,1
296192,45,2
296479,35,2
18174078,26,2
98254288,22,2
98254307,20,1
371177334,25,2
290005440,19,1
266652676,42,1
32451087,25,1
32451550,42,1
42159388,30,2
42159397,36,2
86481486,116,2
138323590,18,2
138323608,25,2
7367113,36,1
18175466,31,2
129005733,23,1
446870096,20,1
112958367,21,1
297540,30,1
98257502,22,1
147093205,21,2
73437611,21,2
371193268,22,2
317045159,30,2
209527251,33,1
52594395,50,1
7368136,27,1
138325489,67,1
18176542,25,2
290007988,62,1
86486163,22,1
42163264,31,1
266676914,20,2
298109,39,2
243973013,51,1
147098145,26,2
112966950,23,1
193155458,20,1
209529479,28,1
7369327,33,1
317058376,32,1
167524251,22,2
225720692,20,1
52599267,35,2
138327083,21,1
86488845,19,2
12380972,33,2
12381530,30,2
129014491,25,2
266681560,22,2
492505730,35,2
73445296,23,1
7371492,26,1
3310441,33,2
3311027,43,2
138329492,32,2
18183157,31,2
18184161,36,2
12381940,27,2
12382161,28,2
300604,33,1
300646,30,1
300795,34,2
492600386,39,2
243979133,22,2
98270969,28,2
193161280,30,2
156601837,37,1
317074551,20,2
138334582,29,2
167540785,33,1
371208498,32,2
86498240,31,1
300930,32,1
492613591,22,2
98277529,26,2
73448256,27,1
7373856,27,1
112987314,35,1
24691090,33,1
3313323,32,2
371211770,17,1
179626660,27,2
129031270,22,1
446900474,46,2
225754593,34,2
302593,33,2
302642,37,2
266689597,21,1
98279580,25,2
408684439,38,2
193176891,17,1
3315177,36,1
147110822,28,1
147117417,23,1
344197083,28,2
492628005,48,1
209561387,32,2
42188738,21,1
303632,36,2
7381358,30,1
7382048,32,2
3315404,36,1
73455514,23,2
138339142,28,2
156609292,39,1
129056106,20,1
52621372,30,2
290051214,32,2
244040036,38,1
179647171,21,1
492689653,71,1
304562,33,1
304938,34,2
225758732,30,1
42189710,26,1
62627578,22,1
3317276,41,2
73458041,23,2
73458149,77,2
156614067,41,1
446937935,21,1
52623907,28,2
317097095,20,2
167553012,38,2
12400908,25,2
244044377,19,2
371290525,22,1
305815,30,1
18198468,24,1
138349037,100,2
209581285,25,2
52627132,28,2
129082415,27,2
98293487,26,2
73464825,59,2
12402056,28,1
167554797,32,1
408716767,20,1
24712804,38,2
24718765,54,2
306302,31,2
306677,38,2
371300900,24,2
18199862,30,1
62634446,29,2
32482198,26,1
138350094,20,2
73467356,23,1
73467751,26,2
24723035,33,1
209603876,118,2
209604169,20,2
156617793,20,1
308501,34,2
32484566,26,2
492767751,29,1
371304458,48,1
113007909,23,1
408736143,37,2
266732903,47,2
193200062,29,2
147129199,22,1
156620142,22,2
492771147,31,1
309742,31,2
32488697,31,2
317144302,25,1
12408478,33,1
408737107,42,2
52632939,20,1
52633453,26,1
113013696,40,2
98317546,27,1
129111126,19,2
147130825,20,1
18205345,25,1
193206669,19,2
310445,31,1
310777,34,1
156622457,33,1
32489560,22,1
266748060,29,1
3326301,50,1
3326590,37,2
129112342,31,2
317152016,23,1
371327396,21,2
209628127,31,2
147131487,25,1
52641217,26,1
446967095,25,2
311620,35,2
98325054,28,1
62647828,34,2
86566813,25,2
193215897,24,2
113019513,22,1
147132591,22,2
7399353,29,2
52643839,26,1
156624722,36,2
179686619,29,2
32491904,52,1
408762882,22,1
313232,30,2
209637994,20,2
42208305,62,2
12414524,25,2
244108690,35,1
3328296,29,1
147135039,30,2
113022376,26,1
446985140,16,1
446985171,17,1
18209494,26,2
156631760,25,2
32499636,32,2
209646314,21,2
317177683,19,2
3329985,29,2
244124223,19,2
7402818,26,1
113023883,22,1
62656577,30,2
446991678,25,1
492845280,19,2
371432502,20,1
52648258,26,1
138361930,21,1
344312366,26,1
408796381,49,1
86570498,24,1
317189117,21,1
12423251,25,1
32501487,66,2
244137183,27,2
147136618,22,2
447004714,26,1
316781,42,1
316847,33,2
317105,32,2
371435327,21,2
156634479,20,1
290184964,19,2
266770344,39,1
344313991,59,2
12424539,27,1
209655309,19,1
7404782,29,1
3332346,34,2
113028160,50,2
244141280,25,2
225826341,31,1
317767,34,2
318429,32,2
318627,37,1
179712231,30,2
179712554,25,2
138365748,44,2
98362754,23,2
7405948,29,1
24761353,44,2
3334461,34,1
129205684,31,2
209671361,18,1
209671737,32,2
244144542,20,1
344325704,31,2
318946,33,2
42220566,22,1
290198011,20,1
225831129,26,2
193256201,23,1
32512592,21,1
3336282,28,1
209673893,23,2
317219172,22,2
320635,32,2
320702,31,1
320750,30,1
492917525,16,2
42224026,23,2
167617321,22,1
113103275,24,1
193257428,18,1
3336363,29,2
3336412,41,1
138372686,36,2
18215630,25,2
371492656,28,1
98367938,26,2
321722,30,1
73508548,36,2
129290164,22,1
492987060,22,2
24765507,23,1
12433455,23,1
266786775,22,2
225838619,21,2
209676883,23,2
321926,36,1
322282,34,1
7412476,37,1
167624314,21,2
167625071,20,1
156657227,30,2
12435664,33,2
3339459,40,2
62682188,25,2
3340997,32,2
24774337,26,2
344368044,19,1
167627379,38,2
7416622,30,1
7417167,27,1
42243933,23,1
371514564,21,1
18224619,30,1
317258144,26,1
493073345,16,2
32524388,35,2
266801178,24,2
324051,32,2
324350,31,1
138382768,43,1
193263501,118,2
147166754,21,1
290203050,41,1
24777697,27,2
7417770,28,1
447068909,24,1
447072523,46,1
371539011,29,2
493094508,44,2
325070,38,1
408890255,81,2
290250856,21,1
193268011,24,2
62687917,23,2
266814860,26,2
225849425,21,1
73524968,36,2
98373624,22,1
344381083,24,1
86598126,37,2
86598501,32,2
326316,35,2
42250949,25,2
167633364,21,1
138388826,23,2
244240752,36,1
18228381,21,1
225850188,18,2
86599575,31,2
98379317,19,1
52687856,35,2
327052,34,1
327458,37,2
327470,37,2
179744866,37,1
147172930,21,1
32531201,29,2
493121418,40,2
52688238,23,1
193277444,36,2
156679381,25,2
244247448,20,2
209696937,36,2
290263523,32,1
12439647,25,1
12440150,25,2
328791,28,2
113144471,24,1
18234469,36,1
18234711,31,2
317306310,27,1
147174469,24,2
371581912,21,2
32533073,26,1
24788487,57,2
24788574,26,2
493157440,52,2
52693387,101,1
167646319,42,2
225853568,22,2
244253812,28,2
12443452,32,1
329688,35,1
317309566,15,2
129384671,36,2
73539380,28,2
62702364,24,2
98390006,19,1
344395974,20,1
86609721,29,2
408939233,38,1
52694432,22,1
225854803,34,2
447153940,27,1
266857192,19,1
493160944,33,2
156683505,28,2
330418,32,2
330489,34,2
12444834,25,2
18237345,29,1
179752168,20,2
129388057,20,2
317323614,26,1
3346964,46,2
73549318,23,2
225856932,24,2
147183075,18,2
156684791,27,2
42260229,25,2
331267,41,2
332140,31,2
12445782,25,2
18239041,33,2
244271397,25,1
129391460,24,2
3348793,24,2
62711593,21,2
344405789,49,1
24798080,32,2
156687496,28,1
42262063,25,1
332886,29,2
3349855,27,2
138406108,23,2
344411934,74,1
113169315,25,1
7427826,29,2
7428898,24,2
179783777,48,2
86640844,24,1
52704241,23,2
24801668,24,1
24801889,36,2
225867524,43,2
193291693,28,1
156688327,20,2
12448903,26,2
147189697,28,2
3351685,28,2
62717420,41,1
7430063,32,2
129400674,30,1
52705084,81,2
24802415,28,2
334426,32,2
334754,26,1
156688589,22,2
447202577,21,2
344420023,33,1
3352608,27,1
147194380,24,2
73560940,24,1
371622390,24,2
7430430,28,1
42268498,21,2
167678483,41,2
266886680,21,2
225895147,19,2
129404537,34,1
129405296,19,1
336275,35,2
86651856,20,1
209738953,53,2
447222439,28,1
12453587,64,2
193307450,21,1
18253129,32,1
147195388,30,2
493294882,20,2
7432075,29,2
62722030,22,1
86656359,21,1
336877,29,1
336987,33,2
12454860,26,1
167687773,36,1
3357770,34,2
3358039,29,1
3358046,29,2
209746228,21,2
409086107,26,1
24815195,40,1
138418611,20,1
7436295,34,2
290363905,22,1
338198,37,2
225909798,39,2
167689729,39,2
129442006,19,1
344505062,18,2
3358646,41,2
3358814,40,2
42285344,50,1
193312997,19,1
98417368,22,1
209757239,19,2
338915,32,2
225915377,28,2
167696253,23,2
12461043,29,2
18257208,22,2
179810999,58,2
7439440,58,2
493366562,49,1
138423054,20,2
98417851,26,1
341056,62,1
341103,32,2
147215074,22,2
147215165,36,2
32567674,33,1
447253935,21,2
113189928,26,2
113204562,23,1
