id,age,sex,city,education_status,relation,relatives,love_relation,sport_fitness,job_money,history_politics,news,friends,followers,avg_likes,posts,avg_views,repost_ratio
220327943,4,1,2,0,0,0,2,1,1,0,1,4,6,1,6,3,7
224003351,1,1,2,0,0,0,2,1,1,1,1,2,3,1,2,6,10
239473947,0,2,2,0,0,0,2,1,1,1,1,6,6,6,1,6,0
227644127,1,1,1,0,0,0,2,2,1,1,0,1,1,1,5,1,9
235437801,1,1,1,0,0,0,4,1,1,0,1,2,6,7,4,6,7
200515114,1,1,1,0,0,0,2,0,1,0,0,2,5,3,1,6,6
235770366,0,1,1,0,0,1,2,1,1,1,1,2,2,5,4,6,4
239971931,0,1,1,0,0,0,3,0,0,1,1,1,2,4,2,6,3
235812983,1,1,2,0,0,0,3,1,1,1,1,4,3,4,5,5,7
227929135,8,1,1,0,1,0,2,1,1,1,1,1,1,1,6,1,9
221162831,1,1,3,0,0,0,4,1,1,1,1,3,3,7,4,6,1
216818289,1,1,1,3,0,0,2,0,1,1,1,1,3,2,5,6,6
209205932,4,1,1,2,4,0,5,1,1,0,1,1,4,5,6,3,6
213162039,2,2,3,0,0,0,1,1,2,0,1,1,1,2,3,6,6
224988923,6,1,1,0,0,0,1,2,1,0,1,0,1,1,6,0,10
240591790,2,1,2,0,0,0,2,1,1,1,1,1,5,1,2,6,6
236454116,8,1,1,0,0,2,1,1,0,1,1,1,1,2,4,1,9
209732008,1,1,1,0,0,0,2,1,1,0,1,3,2,5,1,6,8
236755649,1,1,3,0,0,0,1,1,0,1,1,5,2,5,1,6,0
229094832,1,1,3,0,0,0,4,1,1,0,1,1,3,7,3,6,1
222308229,5,2,1,0,4,0,1,1,1,1,1,1,2,1,5,1,8
225713529,4,2,1,0,0,0,2,1,1,1,1,6,3,1,6,5,10
237214039,1,1,1,0,0,0,2,0,0,0,1,1,2,1,1,6,8
237228985,0,1,1,0,0,2,2,1,1,0,1,1,2,1,5,4,9
226114643,2,1,1,0,0,0,2,0,1,0,1,1,2,1,5,1,9
242091042,1,1,1,0,0,3,2,0,0,1,0,1,1,3,4,4,5
214414277,1,2,1,0,0,0,1,1,1,1,1,2,2,1,5,2,10
237704379,2,1,1,0,0,0,2,0,1,1,1,2,2,1,6,1,10
242588118,1,1,1,0,0,2,1,0,0,0,1,1,1,2,1,6,8
238171766,1,1,1,0,0,0,1,0,1,1,1,2,3,4,2,6,6
211507207,1,1,3,0,0,0,2,1,1,0,1,3,3,7,3,6,1
234300068,1,2,2,0,0,0,2,1,1,1,1,1,2,2,1,6,0
230647154,1,1,1,0,0,0,1,1,2,1,1,5,3,2,6,6,7
234672478,3,1,1,0,0,0,2,1,0,1,0,1,3,1,4,6,6
238956029,1,1,1,0,0,0,2,0,1,1,1,2,1,4,1,0,10
243628478,2,1,1,0,0,0,3,1,1,1,1,1,1,1,6,2,10
220204793,1,1,1,0,0,1,2,1,1,0,1,2,2,5,4,6,2
243624028,1,2,1,0,0,2,2,0,1,1,1,1,1,1,6,1,10
231092024,2,2,3,0,0,1,1,2,1,1,1,4,3,7,4,6,2
231101883,1,2,1,0,0,1,1,1,0,1,1,2,1,4,4,6,7
224120973,1,1,1,0,0,0,2,0,1,1,1,1,5,4,3,6,1
239368498,1,1,1,0,0,0,3,1,1,0,1,2,2,5,1,6,10
224213289,2,1,1,0,0,0,2,0,1,1,1,1,1,1,5,2,10
236304892,2,2,1,0,0,1,2,1,1,2,0,1,6,1,6,1,9
245697863,2,1,2,0,0,0,3,1,1,0,1,1,4,2,6,6,4
245709521,1,1,3,0,0,0,2,0,1,0,1,2,2,1,1,6,7
221907896,2,1,2,1,0,2,1,0,1,1,1,2,3,1,6,2,9
245997091,1,1,2,0,0,0,2,0,1,0,1,2,6,6,2,6,6
225932021,3,1,3,0,0,2,2,1,1,0,1,1,1,1,2,1,9
210433957,5,1,2,0,0,0,2,1,1,1,1,3,2,3,3,6,8
246715051,3,2,1,0,0,1,2,1,1,1,1,3,1,1,5,6,3
247597773,1,1,2,0,0,0,1,0,1,1,1,1,1,1,5,3,10
242984929,1,2,2,0,0,0,3,0,1,0,0,1,2,1,1,5,4
226677867,0,2,3,0,0,0,2,1,1,1,1,1,2,1,4,5,6
238787038,1,2,2,3,2,0,1,1,1,1,1,1,1,1,6,1,10
243798261,1,1,1,1,0,4,4,1,1,1,0,3,6,7,2,6,9
243909145,2,2,1,0,0,0,2,2,1,0,1,1,3,4,2,6,8
244376767,1,1,1,1,1,3,2,1,1,1,1,2,2,2,4,5,7
248899106,1,2,3,0,0,0,2,1,1,1,1,2,1,5,1,6,0
231443070,7,1,3,0,0,1,1,1,1,1,0,5,1,1,6,2,9
227739069,0,1,1,0,4,3,2,1,1,0,1,2,3,1,5,4,10
231858837,3,1,1,0,0,0,2,1,1,0,0,5,1,1,6,1,10
228400080,2,1,1,0,0,0,1,0,1,0,1,4,3,1,5,6,6
250438361,0,1,1,0,0,3,2,1,1,1,1,1,1,1,3,4,9
236878115,9,1,1,0,4,0,1,1,1,1,1,5,1,1,6,4,3
233008200,0,1,3,0,0,0,2,0,1,1,1,2,1,2,4,5,9
246672434,9,1,1,0,0,0,1,1,1,1,1,6,1,1,6,1,0
246751977,1,1,3,0,0,0,1,1,1,1,1,2,2,4,4,6,6
247328220,3,2,1,0,0,0,1,0,1,1,1,2,1,4,4,6,2
251787493,1,1,3,0,0,1,3,1,1,0,1,1,3,7,3,6,4
242729257,3,1,2,0,0,0,2,1,1,1,1,2,2,1,6,3,9
238427103,4,1,1,0,1,0,3,1,1,1,1,1,2,1,6,1,10
248195646,1,2,1,0,0,0,2,1,1,0,1,1,2,1,1,6,10
211687896,1,2,1,0,0,0,1,0,1,1,1,2,2,8,1,6,3
200232474,3,1,1,0,1,1,2,0,1,0,1,2,2,5,3,0,10
188714943,2,2,2,0,0,0,2,0,1,1,1,1,1,2,4,3,4
227608212,0,2,1,0,0,0,2,1,1,0,1,2,1,1,6,1,6
253505797,1,1,3,0,0,5,2,1,1,1,1,3,2,2,4,6,5
249009801,3,2,1,0,0,0,2,1,1,0,1,3,3,1,1,4,9
253872463,0,1,2,0,0,0,4,0,1,0,1,3,2,4,4,6,7
244727840,1,1,2,0,0,1,2,1,1,1,1,2,2,5,3,6,4
253900267,1,2,1,0,2,3,1,1,1,1,1,1,1,1,5,2,9
231611159,3,2,1,0,0,0,2,1,1,1,1,3,2,1,6,1,10
253914780,0,2,2,0,1,0,1,1,1,5,1,6,1,5,4,6,4
253167911,1,1,2,0,0,0,2,0,1,1,0,1,2,3,1,6,8
249561276,1,1,2,0,0,0,2,0,1,0,0,1,1,1,5,1,8
236213258,1,1,1,0,4,0,4,1,0,0,0,1,1,1,2,5,8
254477851,8,1,1,0,4,1,2,1,0,1,1,1,1,1,5,3,6
254500112,2,2,1,0,0,0,1,1,1,0,1,1,1,1,5,2,10
254533607,1,2,1,0,0,0,2,1,1,1,1,2,2,7,1,6,4
231204062,1,2,3,0,0,0,2,1,1,1,1,4,2,2,5,6,9
228402606,1,2,2,0,0,0,2,1,1,1,1,1,1,1,1,6,3
254680026,5,1,1,0,0,0,5,1,1,0,0,1,1,1,6,1,10
254770566,1,2,2,0,0,0,1,1,1,1,2,3,1,7,3,6,1
244335843,2,2,2,0,0,0,2,2,1,1,1,1,2,4,3,2,5
255008795,3,1,3,0,0,0,3,1,1,0,1,5,6,2,6,5,9
250185791,1,1,1,0,2,2,4,1,1,0,1,2,1,1,5,1,10
255079938,1,2,1,0,0,0,1,2,1,0,0,1,1,1,6,1,10
245687981,3,2,1,0,0,1,2,0,1,1,1,1,2,1,6,1,9
255158377,1,1,1,0,0,0,2,1,1,0,0,1,1,5,2,0,1
225445297,1,1,3,0,0,0,3,1,1,0,1,3,3,5,1,6,7
255351519,1,2,1,0,1,4,2,0,1,1,1,3,1,1,1,6,10
205778239,1,2,3,0,4,3,2,0,1,1,1,4,3,7,3,6,1
245972395,5,2,2,0,0,0,1,2,1,1,0,1,1,1,6,1,7
255479933,3,2,1,0,0,0,2,0,1,1,0,1,1,1,5,0,9
228978180,1,1,3,0,0,0,1,0,0,1,1,1,1,1,6,1,10
237016880,1,1,1,0,0,0,2,0,1,0,1,1,2,7,1,6,0
250681214,1,1,1,0,0,0,2,1,1,1,1,1,1,1,6,0,9
255658933,1,1,3,0,0,0,5,1,1,1,1,1,3,7,1,6,0
241685587,5,1,2,0,0,3,3,1,1,1,1,2,1,2,5,5,6
246443960,1,2,1,0,0,0,2,1,1,1,1,2,2,7,3,6,4
246389247,11,1,2,0,4,0,3,1,0,1,1,1,2,3,6,2,8
241890523,5,2,1,0,4,0,2,1,1,1,1,1,1,1,6,2,8
256279370,2,2,1,0,0,0,1,1,1,1,1,2,2,2,5,6,1
251352605,2,2,2,1,0,0,5,0,0,0,0,1,1,2,2,6,9
256588863,1,1,3,0,0,0,5,1,1,0,0,1,2,1,6,0,8
210797138,0,1,3,0,0,0,2,0,1,0,1,1,2,1,1,5,7
206769998,3,2,1,0,0,0,2,1,1,1,1,5,1,1,6,1,9
242199054,10,1,2,0,4,2,1,2,1,1,1,4,2,1,6,3,10
233753075,1,2,2,0,0,3,1,0,1,1,1,1,2,5,1,6,2
247202574,1,1,2,0,0,0,3,1,1,0,1,6,5,1,6,2,9
238111412,1,2,1,0,0,2,2,0,1,1,1,2,1,1,4,4,3
257122966,0,1,1,0,0,0,4,1,1,0,1,0,2,1,5,0,10
257335303,2,2,1,0,0,0,2,1,0,1,1,2,2,5,4,6,3
226536029,1,2,3,0,0,0,3,1,1,1,1,2,2,1,5,5,9
257418227,1,2,3,0,0,0,2,1,1,0,0,2,1,1,5,0,8
252449051,0,2,1,0,0,0,2,1,1,1,1,2,2,1,5,3,9
234749638,9,2,2,0,4,0,2,1,1,1,1,2,3,1,1,5,5
258690890,1,2,1,0,0,1,2,1,1,0,1,2,1,1,5,2,10
258905041,1,2,1,0,0,0,1,1,0,1,1,2,1,1,6,1,10
258854117,1,2,1,0,0,0,2,0,0,0,1,3,1,2,5,5,2
259504225,0,1,1,0,4,4,4,1,0,0,0,3,4,6,1,6,4
227573626,0,1,1,0,0,0,2,1,0,1,1,2,1,2,5,3,3
259507534,0,2,1,0,0,0,2,1,1,1,1,2,3,7,1,6,0
259989002,1,1,1,0,0,1,2,1,1,1,2,2,5,2,4,6,2
260803117,1,1,1,0,0,0,4,1,1,1,1,2,4,4,4,6,8
253852323,0,2,1,0,0,0,2,1,1,0,1,2,6,6,4,6,1
261251206,2,1,1,0,0,0,3,1,1,0,1,1,1,3,2,0,8
249441227,0,1,2,0,0,4,3,1,1,1,1,2,3,1,6,2,9
249170274,4,2,2,2,1,0,1,1,1,4,1,6,6,3,6,5,10
261791759,1,1,2,0,0,2,2,1,1,1,1,1,4,4,1,0,0
254326337,0,1,1,0,0,0,1,1,0,0,1,2,2,4,2,6,1
236420324,1,2,2,0,0,0,2,0,1,0,1,1,3,2,3,6,10
254887867,1,1,1,1,0,2,1,1,1,0,1,3,2,5,5,6,5
201832216,0,1,1,0,0,0,2,0,1,0,1,1,1,2,1,6,10
264791569,1,2,2,0,0,0,2,0,1,1,1,2,3,5,5,6,3
265002120,0,1,2,0,0,0,3,0,1,0,0,1,1,4,1,6,3
265002018,1,1,3,0,0,0,2,0,1,1,1,1,2,3,1,6,6
255763896,1,1,2,0,0,0,5,1,1,1,0,3,1,5,1,0,7
255827682,1,1,3,0,0,0,2,1,1,0,1,1,2,1,6,2,10
241736369,1,1,1,0,0,1,2,1,1,0,1,2,3,5,2,6,9
251058375,6,2,1,0,0,1,1,0,1,0,1,1,1,1,6,1,10
265615747,2,1,1,3,0,1,2,1,1,1,1,6,4,5,4,6,7
265599706,2,1,1,0,0,0,2,1,1,0,1,5,4,1,6,5,8
247136183,1,1,1,0,0,1,2,0,1,1,1,2,1,1,6,1,10
238606067,0,1,2,0,0,0,2,0,0,1,1,1,4,3,1,6,10
267941574,1,2,2,0,0,5,1,0,1,0,0,1,1,1,5,2,10
226895361,4,2,2,0,1,0,1,0,1,1,1,5,1,1,6,5,6
257842924,1,2,3,0,0,4,2,0,1,0,1,1,1,1,1,6,0
268416384,1,2,3,0,0,0,2,1,1,1,1,5,4,2,6,4,9
268683404,4,1,2,0,0,0,4,0,1,0,0,2,2,1,5,5,8
248360100,1,2,1,0,2,2,2,1,1,1,1,2,5,7,2,6,6
268985699,0,1,1,0,0,0,3,1,1,0,1,1,2,5,1,6,0
260160149,0,1,1,0,0,2,1,0,1,0,1,6,3,7,3,6,3
260175860,1,2,2,0,0,0,1,0,1,1,0,1,1,1,1,5,10
258008148,8,1,2,0,0,0,5,0,0,0,0,1,1,1,2,1,2
261324521,0,1,1,0,0,0,2,1,1,0,1,2,3,3,5,3,6
261399669,2,1,2,0,0,0,2,1,1,1,1,1,1,1,6,1,10
263649217,6,1,2,0,0,0,1,1,1,2,1,2,2,1,6,5,8
271634321,1,1,3,0,0,2,2,1,1,1,1,2,3,1,5,5,10
271730260,1,1,1,0,0,0,2,1,0,0,0,1,1,1,5,1,9
250532471,1,1,1,0,1,0,4,0,1,1,1,6,2,5,5,0,1
246765968,1,2,1,0,0,2,2,0,1,0,1,1,1,1,4,5,8
272547420,0,1,1,0,0,0,3,1,1,0,0,2,1,4,2,6,8
272644089,0,1,1,0,0,2,3,1,1,0,1,2,2,7,1,6,0
267113827,1,2,1,0,0,0,1,2,1,1,1,2,3,7,2,6,2
273178565,1,2,1,3,0,0,3,0,0,2,0,1,1,1,6,1,10
273245431,0,1,1,0,0,0,3,1,1,0,0,1,1,1,6,2,9
242222863,0,1,1,0,0,0,2,0,1,0,1,2,1,1,6,1,9
243316811,9,1,1,3,0,7,2,1,1,1,1,3,2,1,6,4,8
267940712,2,2,1,0,0,0,1,1,1,1,1,1,2,1,6,2,9
243442516,1,1,1,0,0,0,1,1,1,0,1,1,3,6,4,5,9
259107634,1,1,2,0,0,0,2,1,1,0,1,2,4,2,4,6,6
274583451,0,1,1,0,0,0,3,0,1,0,1,1,3,5,1,6,0
274900794,2,1,1,0,0,0,1,1,1,0,1,2,3,2,2,6,6
239840962,0,2,1,0,0,0,2,1,1,1,1,1,1,1,5,2,10
275351508,1,1,1,0,0,0,3,0,1,0,1,2,2,1,5,5,9
270155790,1,1,1,0,0,2,2,1,1,1,1,1,1,1,6,0,10
275863741,11,1,2,0,0,0,2,1,1,1,1,1,1,1,6,1,9
263126281,1,1,1,0,0,0,3,1,1,0,1,1,5,7,1,6,4
270636073,1,1,2,0,0,0,2,1,1,0,1,3,2,3,5,5,7
271117491,0,1,1,0,0,0,2,1,1,1,1,3,3,6,1,6,3
264422705,1,1,3,0,0,2,2,1,1,0,1,1,4,6,1,6,0
255396041,1,1,3,0,0,0,2,1,1,0,1,1,3,6,2,6,2
246012609,1,1,1,0,0,0,3,0,0,0,1,1,2,7,4,6,1
271998728,0,1,1,0,0,0,2,0,1,1,1,6,3,3,1,6,4
251433308,2,1,1,0,0,0,1,1,1,1,1,3,2,2,5,4,6
256501467,0,2,1,0,0,0,2,0,1,1,1,2,1,1,2,5,8
247366301,1,1,2,0,0,0,4,0,1,0,1,3,1,2,1,6,10
278530097,0,2,3,0,1,1,2,2,1,1,1,1,1,1,6,1,8
257097449,1,2,1,0,4,1,1,1,1,1,1,1,2,1,1,6,10
278676544,1,2,1,0,0,0,1,0,1,1,1,2,2,4,4,6,2
267530577,1,1,2,0,0,0,2,1,1,1,0,2,1,1,5,1,10
273332219,1,1,3,0,0,5,2,1,1,0,1,2,1,5,4,6,2
257506020,1,1,3,0,0,0,2,1,0,1,1,3,2,4,1,6,0
273436202,1,1,1,0,0,0,4,1,1,1,1,1,2,5,4,6,1
238743839,1,1,1,0,0,0,2,0,1,1,1,3,1,1,5,6,6
273869829,2,1,2,0,0,0,2,1,1,0,1,4,3,6,1,6,2
279294293,2,2,1,0,0,0,2,1,1,1,1,3,4,5,1,6,4
268321539,0,1,3,0,0,0,2,0,1,0,1,3,4,7,1,6,0
252785891,1,2,3,0,0,0,2,0,1,0,1,1,1,1,1,5,2
239025976,1,1,1,0,0,0,2,1,1,0,1,1,1,2,1,6,8
279517185,1,1,2,0,0,0,1,0,1,1,1,6,3,7,5,6,2
279393795,3,1,2,0,0,0,5,0,1,0,1,1,6,1,6,1,10
279992405,1,2,1,0,1,0,2,0,1,1,1,2,1,5,2,6,2
275095887,8,1,2,0,0,0,1,1,1,1,1,1,1,1,6,1,10
269610513,1,2,2,0,0,0,1,1,1,1,1,1,1,1,2,6,4
212982843,1,1,1,0,0,0,2,1,1,1,1,2,2,4,3,6,7
281446658,1,1,1,0,0,0,2,1,1,1,1,2,3,3,1,6,7
275982074,4,1,1,0,0,0,2,1,0,1,1,1,1,1,4,4,10
270735026,3,1,3,0,0,0,5,0,1,0,1,1,2,1,6,1,10
245628981,1,2,2,0,0,0,2,0,1,0,1,2,1,1,5,4,8
270833525,1,1,3,0,0,0,2,1,1,1,1,1,3,1,1,6,10
276357329,0,1,1,0,0,0,2,0,1,1,1,2,1,2,3,6,8
263926148,0,2,3,0,0,0,2,1,1,0,1,2,3,2,4,6,7
270862126,3,1,3,0,0,0,3,1,1,1,1,6,6,2,6,6,4
255466598,1,1,3,0,0,0,5,0,1,0,1,1,6,8,1,6,0
271529474,3,2,1,0,1,0,2,1,1,1,1,2,2,1,6,1,0
276951230,0,1,3,0,0,0,3,1,1,0,1,2,3,7,1,6,0
284202751,0,1,3,0,0,0,3,0,1,1,1,1,2,7,1,6,0
284246335,3,2,3,0,4,0,3,1,1,1,1,1,1,1,5,2,10
284367850,1,2,2,0,0,0,2,1,1,1,1,1,6,8,2,6,1
273025138,2,1,3,0,0,0,1,1,0,1,1,1,1,1,6,1,10
257175958,0,1,3,0,0,0,2,1,1,0,0,4,2,7,1,6,0
278689108,2,2,1,0,0,0,2,1,1,1,1,4,3,4,4,6,2
285309664,0,1,2,0,4,7,4,1,1,1,1,2,2,1,6,1,10
273612016,3,1,1,0,0,0,4,1,1,1,1,1,1,5,2,0,3
268165174,1,1,1,1,0,1,2,0,1,0,1,5,1,1,6,1,9
268464150,1,1,3,1,0,1,2,0,1,1,1,1,1,2,2,6,5
286806591,0,1,2,0,0,0,2,1,1,1,1,1,3,5,2,6,3
275015161,1,1,3,0,0,0,3,0,1,1,1,1,2,7,1,6,0
287040815,8,2,2,0,0,0,2,1,1,1,1,2,2,3,5,6,4
287692050,1,2,2,0,0,0,2,1,0,1,1,3,2,1,1,5,8
244057166,1,1,1,0,0,0,3,0,1,0,1,1,2,3,1,6,8
281495300,1,2,3,0,0,0,1,1,2,1,1,1,6,7,1,6,0
288334051,9,2,1,0,1,0,2,0,1,0,1,2,2,5,1,6,4
288470244,0,1,3,0,0,1,3,1,1,1,1,2,1,3,1,6,5
270661092,1,1,1,0,0,0,3,1,1,1,0,2,4,8,1,6,2
288619780,0,1,1,0,0,0,2,1,0,1,1,3,2,4,3,6,8
288974322,9,1,1,0,0,0,1,1,1,1,2,2,2,1,6,1,10
282366925,1,1,1,0,0,0,3,1,1,0,1,1,2,5,3,6,1
264494078,0,1,3,0,0,0,3,1,1,1,1,2,2,5,2,6,7
264445198,1,2,1,0,0,0,2,1,1,0,1,1,6,6,5,6,5
289180104,0,1,2,0,0,1,2,0,1,1,1,2,2,6,1,6,3
244484680,1,1,2,0,0,0,4,0,1,0,1,1,3,6,1,6,0
264632317,1,1,3,0,0,0,1,1,1,1,1,2,2,2,4,6,6
246293689,6,1,3,0,0,0,2,1,1,0,1,1,1,1,6,2,10
283026681,1,2,3,0,0,0,2,1,1,0,1,2,3,4,3,6,9
237286422,1,2,3,0,0,0,2,1,1,1,1,1,3,1,6,2,9
251380967,0,2,1,0,0,0,2,1,1,0,1,2,1,1,6,1,10
242149736,2,1,1,0,0,0,1,0,1,0,1,6,5,2,5,6,7
277862952,8,2,1,0,0,0,2,2,1,0,1,3,6,6,1,6,0
290778841,3,1,1,0,1,0,2,1,1,1,1,1,1,3,4,5,7
256865678,1,1,1,0,0,3,4,0,1,1,0,1,1,1,5,0,9
267125803,2,1,2,0,0,0,3,1,1,0,1,3,2,6,1,6,0
267048128,1,1,2,0,0,0,3,1,1,1,1,1,2,1,6,2,10
278678766,2,1,1,0,0,0,2,1,1,1,1,2,2,2,4,1,7
285196807,8,1,2,0,0,0,5,1,1,0,1,1,1,1,6,0,9
278918666,0,2,1,0,0,1,2,1,1,0,1,2,4,7,1,6,0
292285505,2,2,1,0,0,0,1,1,1,0,1,2,1,1,6,1,10
285934973,3,2,2,0,0,1,2,1,1,0,1,2,2,3,1,6,6
279538061,5,2,1,0,2,0,2,1,1,1,1,2,2,2,5,2,7
279601208,0,1,1,0,0,1,2,1,1,1,1,1,1,3,3,5,0
292839559,6,1,2,0,0,0,4,1,1,1,1,3,2,1,6,5,8
286452451,7,2,1,0,0,0,0,1,2,1,1,2,1,1,6,1,2
279969706,0,1,3,0,0,0,2,0,1,0,0,1,6,4,2,6,5
259877328,0,1,3,0,0,0,3,0,1,0,1,2,2,7,1,6,5
275212488,0,2,1,0,0,0,1,1,0,0,0,2,1,1,5,3,5
293762876,0,1,1,0,0,0,2,1,1,1,1,3,1,3,4,6,7
275524043,2,1,3,0,0,0,4,1,1,0,1,5,4,1,6,4,10
245336089,1,1,3,0,0,4,3,1,1,0,1,3,5,5,5,6,2
287984419,1,2,2,0,0,0,3,1,1,1,1,1,3,4,1,6,0
263010804,5,2,1,0,0,0,2,1,1,1,1,3,2,1,6,2,8
281934056,1,2,2,1,0,0,1,0,1,1,1,3,2,1,6,3,10
288803694,8,1,2,0,4,1,2,1,1,1,1,2,1,1,5,4,7
295237237,1,2,3,0,0,0,2,1,1,1,1,1,2,1,6,3,10
193444609,0,1,2,0,0,0,2,1,1,1,1,2,1,1,3,6,8
289326222,2,2,3,0,0,0,2,1,1,1,1,3,1,1,6,2,9
276965151,0,1,3,0,0,0,2,0,1,0,1,2,2,1,6,1,10
295749411,1,1,1,0,0,0,2,1,1,1,1,5,2,4,4,6,7
277056130,2,1,2,3,1,0,2,1,0,0,1,1,2,1,5,4,10
295822282,1,2,2,0,0,0,2,1,1,1,1,2,5,3,2,6,2
277600834,2,2,2,0,0,0,1,1,1,1,1,1,2,1,6,3,10
283606760,0,1,3,0,0,1,4,0,0,0,1,1,5,7,1,6,0
272305748,1,1,1,0,0,0,2,0,1,1,1,2,3,1,1,2,10
297858789,1,2,1,0,0,0,2,0,1,0,1,2,1,3,1,6,3
278735907,1,1,1,0,0,0,1,1,2,0,1,1,2,3,5,6,1
291374495,1,1,1,0,0,0,1,1,1,0,0,1,3,7,1,6,3
267438048,1,1,1,0,0,0,3,1,1,1,1,2,4,7,4,6,2
291886196,0,1,3,0,4,2,3,1,1,1,1,1,6,7,1,6,10
298586496,1,2,2,0,0,0,2,0,1,1,1,1,1,1,6,2,6
292180061,1,2,2,0,0,0,2,1,1,0,1,1,2,1,5,2,10
248167833,0,1,1,0,0,0,1,0,1,0,1,1,1,2,5,5,1
292136455,2,2,1,0,2,1,2,1,1,1,1,1,1,2,4,6,6
443214619,0,1,1,0,2,0,2,0,0,1,1,2,0,1,5,3,8
446108435,1,2,1,0,3,0,1,2,2,0,1,1,1,2,1,6,2
287227412,1,2,2,0,0,0,2,1,2,1,1,2,2,5,4,6,4
449040693,0,1,1,0,3,0,2,0,1,1,1,2,0,2,4,5,0
275570469,1,1,2,0,4,0,5,0,1,0,0,1,2,3,2,6,0
449234136,2,2,1,0,0,0,2,1,1,1,1,3,5,1,6,1,10
451459681,1,2,1,0,0,0,3,0,1,0,1,2,1,3,1,6,3
451744592,7,2,2,0,0,0,2,0,0,2,0,1,0,3,5,6,10
295089000,0,1,1,0,2,6,4,0,1,0,1,1,4,4,1,6,0
276801314,0,1,1,0,0,0,1,0,1,0,0,1,1,1,6,1,10
271440425,2,2,1,0,0,0,4,1,1,1,1,1,1,2,5,3,10
289322537,0,1,1,0,0,0,3,1,0,0,0,1,1,6,2,6,0
277314147,8,1,1,0,0,0,2,1,1,1,1,6,6,1,6,3,10
283241232,1,2,2,0,2,5,2,1,1,1,1,6,2,4,3,6,8
296207453,1,1,1,0,0,0,4,0,1,0,1,2,1,1,6,1,5
283364165,0,1,1,0,2,1,2,1,1,1,1,6,5,7,3,6,0
460643351,1,2,1,0,0,0,2,1,1,1,1,3,2,1,4,5,6
290748297,1,1,2,0,0,3,1,0,1,0,0,1,1,2,4,5,9
267068270,1,1,2,0,0,0,2,0,0,0,1,2,3,3,1,6,0
463042873,0,1,1,0,0,0,3,0,1,0,1,1,1,6,1,6,2
267082714,0,1,2,0,0,0,1,0,1,1,1,1,4,6,1,6,4
297643905,1,2,1,1,0,2,2,1,1,1,1,6,5,2,6,5,9
467260108,1,2,1,0,0,0,1,1,1,1,1,1,1,1,2,6,6
292037913,2,1,3,0,2,4,2,1,1,0,1,2,5,1,5,5,7
292037913,2,1,3,0,2,4,2,1,1,0,1,2,5,1,6,2,8
279380491,5,1,2,0,0,0,4,1,1,1,1,1,1,1,6,3,8
469705205,9,1,2,0,0,0,3,1,1,1,1,1,1,2,4,6,1
471365419,1,2,3,0,0,0,2,0,1,0,1,2,1,4,4,6,4
292979714,0,1,2,0,0,0,3,0,0,1,1,3,1,1,6,1,10
473850344,1,1,3,0,0,0,4,1,1,0,1,4,1,4,5,6,1
286644297,1,2,1,0,0,0,1,0,1,0,1,2,2,5,1,6,7
474334406,10,1,1,0,4,0,4,0,0,2,1,1,2,2,6,5,6
280222753,1,2,1,0,0,0,2,1,1,0,0,1,1,2,4,5,3
287290372,0,2,3,0,1,7,2,1,1,1,1,4,1,4,1,6,0
288022813,10,1,2,0,0,0,2,1,1,1,1,1,3,1,4,5,9
484011690,0,2,3,0,0,0,2,1,1,1,1,1,1,1,1,6,0
276027645,3,1,1,0,1,0,4,1,1,0,1,1,1,1,5,0,8
490344473,0,1,3,0,2,1,2,0,1,0,1,1,1,3,4,6,6
451155529,1,2,1,0,0,0,2,1,1,1,1,1,1,3,1,6,0
288871483,2,2,1,1,1,0,1,1,1,1,1,6,3,3,5,6,6
494616614,1,1,3,0,0,0,1,0,1,0,0,2,2,5,2,6,3
277080849,2,2,3,0,0,0,1,1,1,1,1,6,2,2,6,6,9
506938182,0,1,3,0,4,4,2,0,1,0,0,1,1,3,4,6,5
297113251,1,2,1,0,0,0,2,1,1,1,1,2,2,7,2,6,0
290965545,1,1,2,0,0,0,2,0,1,1,1,2,1,1,1,6,0
284514461,2,1,2,0,0,0,2,1,1,1,1,2,2,5,4,6,1
512446643,0,2,3,0,0,0,2,1,1,1,1,1,1,5,1,6,0
291112945,0,1,2,0,0,0,4,1,1,1,1,2,2,4,2,6,9
256993970,1,2,3,0,0,5,1,1,1,0,1,3,1,2,2,6,10
466625976,0,1,1,0,0,2,4,1,1,1,1,1,2,5,1,6,0
267696788,1,2,1,0,0,0,2,1,2,0,1,1,1,4,4,6,1
468096436,1,2,1,0,4,2,2,1,1,1,1,1,1,1,4,6,4
268415346,0,2,2,0,0,0,2,1,1,1,1,2,1,1,5,5,8
292293286,1,1,1,0,2,0,2,0,1,0,0,1,2,2,2,6,8
274076427,1,1,3,0,0,0,2,1,1,1,1,1,5,1,6,2,10
471681885,5,1,1,0,0,0,2,1,1,1,1,1,1,1,5,6,10
477098500,8,2,3,0,4,0,2,1,0,1,0,1,1,1,4,4,8
239927328,3,2,1,0,0,0,1,1,1,0,1,1,3,1,5,1,8
288785652,1,1,1,0,0,0,4,0,1,0,1,1,2,1,6,1,10
295335053,1,1,2,3,0,2,2,1,0,1,1,2,2,5,3,6,7
496292954,9,1,1,0,0,0,4,1,1,1,1,6,2,4,6,5,4
502305237,0,1,2,0,0,0,2,0,1,1,1,2,1,4,4,6,1
