Region,Zone,Type,Year,Season,Month,Day,Hour,Latitude,Longitude,Altitude,t2m,ws,wd,tp,blh,ssr,CVD60,no2,o3,so2,co,pm10,pm2.5
Greater London Authority,West Midlands Urban Area,Traffic Urban,1983,Spring,7,26,6,52.1867626316372,-2.82855927524446,66.8491049367217,289.478371236153,1.76816989248391,52.1361573216617,3.6703430597093e-05,63.2671463331643,258232.455626664,0.159401835826554,76.3915840171833,17.7336318604733,13.7752345791587,1.44292285657175,36.4704085179366,18.6380202415451
Yorkshire and The Humber,South East,Traffic Urban,1997,Winter,2,12,16,53.6529547010358,0.847545744164623,146.896611053473,276.351902050382,10.780463919966,248.233169294355,0.0006901232781187,699.059713329482,-806163.605393529,0.185930373921201,52.9618668581602,17.7478341251996,26.092975390003,1.08718377538673,36.4290109453971,18.6420972648516
Greater London Authority,Sheffield Urban Area,Traffic Urban,1995,Spring,10,10,8,52.3729466065047,-0.398016929561313,27.7293383041492,289.923360747447,2.90189034359598,237.237884322491,-0.0013852980526523,343.957551869787,1064403.66190296,0.188997051689225,83.0115264841973,17.0381257048409,14.6277079081831,0.933528164414859,35.3195115489915,18.6430203729027
East Midlands,Eastern,Traffic Urban,1997,Spring,11,27,4,51.814772729128,-1.70315509080195,136.481507820037,283.55440150143,6.12674756891653,151.149955533863,0.0024784564382057,391.139882523512,-20.6624766826311,0.139841297155506,-221.662673364597,17.7498894779192,13.8184430849581,1.38510219102544,36.0860717166219,18.6446587279718
Yorkshire and The Humber,Greater Manchester Urban Area,Traffic Urban,1999,Winter,1,15,1,52.2002106696905,-1.11913571633378,2.26041704972739,276.302008634101,10.9151132203375,214.907492249667,0.0033773618095683,961.563808118638,805545.299543917,0.323012340856388,80.2617424368963,28.8388292383305,30.0938530987279,0.648370351337168,42.1483594800237,18.6170511582417
South West,Yorkshire & Humberside,Background Urban,1996,Spring,4,29,13,53.4801158214226,-1.99130117898502,-10.6219393390326,287.4236370199,8.10802939353947,326.516919770074,0.0011282644277427,1654.67563994891,10337949.8096072,0.179108207745222,76.3725972620047,17.7450891422879,-5.34409290137772,1.44107009422607,36.4948733610602,18.6474296685109
West Midlands,Eastern,Background Urban,1982,Spring,1,24,14,51.7428287510016,-2.17245202248413,-58.7947118601624,277.985238547726,2.41723112014936,221.546713221047,-0.0036122415307243,841.139798876172,3260336.45627256,0.157399775341025,76.2879766609267,17.7409859745985,13.8024709949033,1.4426091431285,36.4704392895352,18.6365251964906
North East,West Midlands Urban Area,Background Urban,1990,Fall,1,19,9,53.8553769081022,-3.35713092817296,41.2638830634688,280.955573927986,9.34920753763137,279.322488190458,-0.0078582847555003,1075.26006503715,773117.224897111,0.160162422649693,43.1646094243052,17.7465188661777,13.8103062203775,1.44131169622054,36.4571319613568,18.6449238359707
North West,South East,Background Rural,1999,Winter,11,11,1,50.5776566723204,-4.22842863637346,135.650945341123,281.638738650066,8.48269121844313,32.4546956089864,-0.0081961509183924,580.719134052421,7217433.96070241,0.203078337983262,4.41370122180519,81.7542606153548,-2.5905122347336,1.25015982218224,18.8194229542722,18.6441459892834
North West,Greater Manchester Urban Area,Background Urban,1995,Summer,5,24,6,53.5133554467951,-1.679458501755,23.8727889080093,278.462399515885,2.56698806433308,140.636418390446,0.0010563013348284,191.743304775437,-198856.661220656,0.177800080816161,58.5033595039405,17.7271673432625,13.0234675807363,0.976866725836528,35.4236650184732,18.6435542896833
West Midlands,West Midlands,Traffic Urban,1984,Fall,10,30,5,54.388385779023,-0.935885118519902,90.7896211489331,281.56933119907,3.57685197874942,209.853356685403,0.0003618157443257,10.243614359122,-21163.6287247182,0.165840187720629,76.4062894276392,17.7326417459429,13.8478468703504,1.44290512480141,36.5155149018831,18.6466446309671
Greater London Authority,Greater London Urban Area,Background Urban,1992,Spring,9,7,12,51.6601498363579,2.18316542257085,-24.8699826046643,288.560794490493,4.75184961453963,267.947378719468,-0.0032801364342188,1309.87451062594,6307569.14336,0.146607039748011,55.8420649886286,27.8935147938612,25.4864041627378,1.14665546108118,33.7753548759503,18.6495486864495
South West,Greater London Urban Area,Background Urban,1982,Winter,8,6,13,53.3198103939608,-2.20739879986354,72.2211543905103,284.527504757621,3.80558928327342,337.059383968304,0.0050134817877413,742.072841747781,3244188.66908841,0.192859253241076,76.3327426357461,17.7373290646557,13.8122205259248,1.47553129359852,36.4920826328475,18.6416186277485
North West,West Midlands Urban Area,Background Urban,1999,Summer,9,12,22,52.8339376680508,-1.88828220684468,162.300319972533,289.733923624057,4.73870454839047,241.593380036493,0.001030981130068,733.197749583552,9316445.60088914,0.13759384938911,34.1428957186181,34.9825870709356,6.11347164659759,0.448098655401255,18.5413536516821,18.6458163549241
South East,Eastern,Traffic Urban,1998,Summer,11,6,3,52.2470976399431,-2.42907741540907,97.3274715975856,285.109586498133,6.09078980852372,252.31981391281,0.0007566093793892,639.058050861788,1152881.8500094,0.225762014289156,-130.906566683057,17.7561055637899,13.8128603543371,1.33504444297222,35.4539877690062,18.2829047285942
North West,Greater London Urban Area,Background Rural,1994,Summer,4,1,9,51.8989335359448,1.26990273943904,70.4487588391485,281.412085079244,13.1547683136542,271.896390138798,0.0023895274079757,1398.82132938532,1027215.69039492,0.24531537671051,79.6810661182226,38.5670381234148,22.4271195590734,1.27350705821569,35.6293317795125,18.6433042240674
Yorkshire and The Humber,Greater London Urban Area,Background Urban,1997,Winter,6,2,12,51.5612390890458,-0.807870060804378,31.7253836976674,288.469756598649,7.6793069293594,30.2256691676865,0.0020174936216425,900.457102766886,3867915.28304818,0.138542990822576,102.437351562282,6.97573660157162,6.2336025458033,1.28800378474719,34.9400327727638,18.640829138424
Greater London Authority,Liverpool Urban Area,Background Urban,1996,Summer,5,26,21,53.0892367137212,-0.732971589634848,94.018029378747,279.932439577147,4.52934071193501,250.313356727978,0.0014617363328029,1185.09778553147,4436084.50662381,0.103730869353691,36.7219737647291,23.329748246582,31.9081443540524,0.410733444298904,27.7412996588118,18.6409932728362
North East,Greater London Urban Area,Industrial Urban,1981,Spring,8,2,10,54.0832104414689,-1.47816291116991,206.191471249184,284.13437953345,1.95496171352131,229.399570787887,-0.0001624162237508,1104.63063560612,2991694.54447352,0.210032360945944,76.396387658603,17.7914026420097,13.8136900412373,1.44181387185325,36.4629721728047,18.6363057992727
North West,West Yorkshire Urban Area,Background Urban,1987,Fall,8,5,16,50.6464146565616,-0.847753971652365,209.692977325414,294.794650784534,6.1534505719455,321.416821867758,-0.0010719111292219,2233.2094354786,7447913.50638073,0.193422919245753,76.4094181733095,17.7519102081797,13.8119164618294,1.44307634339484,36.4238102507067,18.6417628303215
South East,Greater London Urban Area,Background Urban,1997,Spring,7,2,0,51.2053570529501,-1.01806129559044,55.1206305356964,286.974245962591,5.23957739798577,214.422660797224,0.0003732761369158,626.541015785448,6481456.9439389,0.216894735331586,46.773912833002,-15.571022343795,7.05558099572439,0.0538323140746597,48.9278648009431,18.6406651223065
South East,Yorkshire & Humberside,Traffic Urban,1998,Spring,9,21,16,52.9000241781931,-2.13587432300516,260.001532600026,293.440230694044,3.71811225673637,70.6458406335051,3.02684756640264e-05,1514.41868636122,7718266.75615086,0.182814592553167,76.3018776971078,17.7601898249819,13.80658722725,1.44192965051497,35.1310245082908,18.2689261157912
East Midlands,Yorkshire & Humberside,Background Urban,1997,Spring,7,27,19,49.9955756515477,-0.840405979374294,14.5487306659787,291.519707636182,4.83508555203411,278.34843638526,0.000303812378489,1152.48598215384,3709505.00131699,0.25398136742047,60.1183048670974,20.4351188166757,31.45570615777,1.44241477349987,36.460119933951,18.6476705773336
East of England,North East,Background Urban,1992,Summer,7,11,11,53.3573755442265,-0.926044896130392,14.5240580996609,289.476348803059,6.5583210409817,181.817388146543,0.0012019548802976,1153.05580647075,3053673.01525902,0.127400697623135,76.3398345529496,17.7683302989978,-3.13194570980991,1.44174531282934,36.4334927293578,18.6385891476888
East of England,Greater London Urban Area,Traffic Urban,1989,Summer,10,27,13,50.0982242044558,-0.68832721315234,105.268148217122,288.464813090697,4.73854363410095,157.581906670862,0.0028451880886369,760.462923351927,1887719.00864241,0.151395800607717,75.4032654639643,17.7418354680119,17.939881176125,1.55872073504708,36.4764579725555,18.6447319577571
East of England,Greater London Urban Area,Background Urban,1995,Winter,1,9,5,53.5914093995252,-0.376737240424574,69.8695712501569,274.348093313452,2.44273157159346,273.446202990707,-2.15888802353139e-05,54.9328673758852,76824.229939356,0.189897479935887,85.7498390464979,8.48339994903502,19.1665596898661,1.22943749283956,37.1599973383234,18.6413589971843
Greater London Authority,Coventry/Bedworth,Background Rural,1981,Spring,4,16,22,51.3654322364794,-1.5235143388613,23.1710342709357,279.691606827739,6.67907277636455,39.345961012072,0.0024605868122706,660.359548544144,1743800.48930979,0.17710237029958,69.3701449182842,21.0566440577298,-5.20494630849125,1.80445245546285,36.4948376667508,22.642198237888
North East,Greater London Urban Area,Background Urban,1997,Summer,7,26,7,50.6273861035572,-1.20854817402293,-104.206116886746,289.927679062562,5.04696339799834,274.536754153588,0.0006694579724296,242.122807696735,259279.654921586,0.183692406490188,77.542426282269,8.44286310988135,21.1193270090813,1.46820106422333,23.3354922417636,18.6427350997739
West Midlands,Eastern,Traffic Urban,1984,Fall,10,10,22,51.5750170950179,-0.293363508150026,-7.77912089315717,282.849894097716,1.77175473073753,229.563495931033,0.0017405264228721,150.771471780849,-91472.4500646055,0.169670713481496,76.2514885506316,17.7569986190251,13.8248732717681,1.44231628036776,36.4684641018354,18.6466997484593
North West,East Midlands,Background Urban,1986,Fall,12,24,8,52.6874077660204,-2.50978160826196,5.26579247695769,283.74104014967,8.32486758939808,226.008233821832,-0.0283157522094692,897.916047995422,691107.43608907,0.172716820200515,76.3012939639425,17.7488706149688,13.8144182154921,1.44164430163607,36.4704386652532,18.6365185483019
South East,North West & Merseyside,Traffic Urban,1994,Spring,5,14,4,53.3996789453252,-1.59180093297769,10.562680683327,281.773529762099,3.20069983603713,129.540954267454,0.0001649703940773,136.331472845347,-5.10072103767281,0.148474641728713,76.3037866961449,17.7505383108137,13.7937228987337,1.44131513646643,36.4529151857075,18.642279995818
Yorkshire and The Humber,Greater London Urban Area,Background Rural,1995,Summer,4,1,22,52.9278378082889,-1.88386518448027,154.049062630082,275.966008370029,5.42167550777105,268.5570584343,0.0012188611138359,313.473763870932,2993565.34699493,0.189259577235239,79.9160253196408,18.0130123652136,22.4271198613711,1.27350702653397,29.5427344722697,18.6268845417693
North West,North East,Traffic Urban,1999,Spring,8,2,12,52.0614712358093,-0.0678226581698842,93.7533273018125,289.34478629567,1.6645423448279,138.284243432111,0.0023311937132458,1378.68616817172,3524219.32621317,0.173727782209817,76.310723550644,17.7236600116737,13.8166599073754,1.44154555424395,36.4706737487744,18.6451501898164
Greater London Authority,Greater London Urban Area,Background Urban,1997,Summer,9,2,19,52.7851465369557,-2.72776203299803,142.708799696371,288.138431929669,6.43742718714592,223.725962250518,0.0004330689946472,460.441632521235,3956897.63056564,0.0721215138800097,29.9340748359682,16.0830548484507,4.33607630125105,-0.314172611800375,25.1644846571272,18.6417879330672
Greater London Authority,Greater London Urban Area,Traffic Urban,1996,Fall,10,20,4,51.7696731366241,-0.470386818273197,32.4733094994668,279.194298337191,-1.59629567641293,232.685854945067,-0.0012620498968741,-205.705431248932,11.4624012342717,0.154759412204701,104.075863387174,17.7445001022109,18.754254329004,1.40764579983145,49.6147284573831,18.6385701221853
Greater London Authority,North West & Merseyside,Background Urban,1990,Fall,4,6,14,51.7245053710432,-1.97129649076565,77.6473049219586,288.227357562933,10.9943789163832,117.380979304808,8.50997559972879e-05,984.906983753382,3666045.39312185,0.179483294508702,76.3076067637045,17.6985821708339,13.7957533150314,1.44164051892503,36.4438043720571,18.6445093684655
South East,Tyneside,Background Rural,1981,Summer,9,21,0,52.9971313922168,-1.78127279185281,45.9736658451208,283.90869656747,4.26648983258905,194.528489850918,-9.83180888840733e-05,377.765510463957,3874646.87741446,0.161826214006534,58.6909293641602,23.4768096519493,25.9799408172798,1.0043625798566,29.1371339880072,18.6350552660187
North West,Greater Manchester Urban Area,Traffic Urban,2000,Fall,1,8,2,51.5393593324875,-0.0907198398076743,1.51167022592406,278.686368654498,4.14126739231317,263.660571160999,-0.002634798946983,527.196718089937,2110996.4372044,0.321063863869273,95.2760682296022,-7.87583756937195,36.6605398059895,0.720305057297328,32.8420392565073,18.6345730995785
Greater London Authority,Greater London Urban Area,Traffic Urban,1993,Summer,8,5,2,54.5653149886114,-0.932515799426061,0.805220230356319,283.219117132507,5.79324662486861,284.314382302826,0.0009388426612397,537.273293490492,4910426.76355576,0.137912520528188,73.1798160871528,17.7441965850657,11.3389811477757,2.20041702505424,36.5706327997123,18.6398062107973
North West,East Midlands,Background Urban,1987,Spring,6,21,22,52.7434402165644,-2.82200406474063,-15.6140611807145,285.942505199025,1.57961853283578,249.312963548005,0.0037172723715994,319.459821286881,2383322.80289716,0.196882790289735,76.3303970268469,17.7538556360808,13.8046326952382,1.44096596006961,36.4939311758753,18.6416959448757
Yorkshire and The Humber,South West,Traffic Urban,1985,Winter,4,10,16,53.2011056121458,1.41457868461975,40.930776757044,279.404816103624,0.212435625614947,145.57111436185,0.000515863630299,811.392056727703,2453295.49246355,0.226535702209972,76.3840663178693,17.7602381395722,13.8095302410414,1.44160614913113,36.4630636513548,18.6377884699994
Greater London Authority,Eastern,Traffic Urban,1982,Summer,3,29,23,50.8727083307897,0.202976171955361,119.569153419341,278.598495035625,4.43797832502431,262.969152736065,0.0010043226366684,385.57761103709,4825738.79597752,0.207061379115475,76.5750602531043,17.7481732865975,13.7870151608031,1.44252784654465,36.4668710883276,18.6437985670843
South West,Greater Manchester Urban Area,Background Urban,1982,Summer,8,20,4,52.7368678163778,0.133448587003876,-62.0563421253391,284.024743092151,7.59216703374629,287.15691255531,0.0005256738959694,441.398279223367,6.36336637840393,0.184628307178298,76.2995196961977,17.7481426585879,13.8094489186194,1.4416352829387,36.4768819004687,18.6415809491507
North West,Greater London Urban Area,Traffic Urban,1986,Fall,8,15,4,52.7395557636873,-0.0932763600765147,-2.54256229947443,282.797371268134,3.47623749915722,228.975181446936,-0.0009683150274561,258.849792218068,2.13318050627677,0.268686598943951,61.8492375076324,17.7563835803437,13.8085605505303,1.44164138912708,36.4748297495061,18.6368757366876
North West,Greater London Urban Area,Background Rural,1997,Winter,4,10,7,53.416483656926,0.847939618375994,171.327920058997,277.846079303968,2.0562386943148,336.013314094439,-0.0009575120606625,451.036047809256,179664.271129717,0.254170083021544,79.9580564866884,20.6181298518028,22.4271197181895,1.27350694948864,35.6293331474373,18.6368372931373
Yorkshire and The Humber,Greater London Urban Area,Background Urban,1997,Summer,10,19,11,50.054577399248,1.06609041731248,10.7263753611129,288.791331426297,2.18712735656683,208.316164612203,0.0023037051680203,-140.692700537244,479323.846165987,0.200657901726951,61.1913921270053,-5.73860819085498,32.3924418110127,1.14465583883913,42.3972755356127,18.640829279347
Yorkshire and The Humber,West Midlands Urban Area,Background Urban,1997,Winter,1,12,0,53.9681295034707,-1.31465452313084,93.5358742184248,273.893220069342,3.93199132709796,221.467584601638,0.0004043218409232,302.033428235776,420419.610767183,0.246867315909661,33.6221249881845,30.5468987928525,7.90154857106366,1.12258391554289,15.1759668611586,18.6408296731493
East Midlands,North West & Merseyside,Background Urban,1998,Winter,10,6,2,53.5836592044222,-2.81186347734165,7.63710249306718,281.858449751174,5.23048656539544,64.137616263905,0.0002332578820189,314.194788469265,3794747.27294767,0.203868292252729,76.395388205479,17.6975021997098,13.8448521533272,1.44236736036712,36.4889691608316,18.6382439582769
West Midlands,Southampton Urban Area,Background Urban,1992,Winter,8,22,19,53.1273415137629,-0.714940756273906,-5.46919411653688,292.728470600696,9.92873344191399,176.673819343459,-0.0007443777155148,1539.1526864364,8056673.5858541,0.151001063888124,76.2841844962413,17.7252966078885,13.8237883397548,1.441637980341,36.4390856686999,18.6463352990324
North West,South West,Background Urban,1990,Summer,7,27,13,51.4989673841171,-1.03307163462682,34.7774985294091,290.391909958086,4.59902111424751,126.83281656516,0.0014162002015682,1341.8739580474,8587397.04466072,0.192635203259989,76.423424049589,17.773250267987,13.8126078672139,1.44277920366423,36.4843947405022,18.6449208479441
North West,Greater London Urban Area,Traffic Urban,1988,Spring,9,6,6,53.6122443536456,-0.917003481427113,13.7473587630598,283.535189746275,2.13768891444279,180.047866236985,-0.0005083064588888,398.983326856469,73635.0421737037,0.158869262929419,76.3388339388097,17.7560423919239,13.8140163822231,1.44154189231245,36.4783204386799,18.6416660120769
West Midlands,East Midlands,Background Urban,1987,Spring,3,1,6,51.7508263634898,-0.75950798304255,-8.49348096668992,273.007423257776,-2.06107640481112,219.065614576531,-0.0176834242469982,-576.856922025519,135811.393140156,0.173308249141251,76.329870039863,17.7527272006164,13.804633061764,1.44096592527137,36.4939321512819,18.6380370192494
Greater London Authority,Greater London Urban Area,Background Urban,1999,Fall,7,27,3,53.5364703690274,-2.35894533022245,-0.809136731443033,285.929948319961,4.64107956281199,65.4974036653658,0.0007982897756771,403.36948398434,1121291.71613081,0.129679420172068,83.396624589378,-23.224551763729,5.83799503033821,0.70419065573983,35.43222148273,17.7724778066331
West Midlands,South West,Traffic Urban,1989,Spring,10,9,8,52.5815759028354,-0.325070022694489,-28.4785869649608,285.379832198968,7.18477336869679,354.244420899246,-0.0031769354626723,722.106146329323,1249397.91443785,0.18653326506845,76.2765719388281,17.76591258491,13.7924757219083,1.44226295121063,36.477847062336,18.641032071673
South East,Greater London Urban Area,Background Urban,2000,Winter,10,20,11,50.983177362441,-1.70695384417015,15.1290653819114,285.246452775278,1.97146142786689,128.652153810731,-0.001138014788105,786.943918477279,3458761.17169629,0.135303958158511,41.0669161384175,49.0364540922919,-4.33602602676189,0.894749894888478,14.6201285832336,17.7314168000187
South West,West Midlands Urban Area,Background Urban,1982,Spring,5,22,23,51.7866874443172,-2.03952009624522,-92.215726469697,281.04508389928,6.11889908350305,243.713314445188,0.0021597117653743,544.52736586929,1622060.90464634,0.256323737605052,76.3086111839136,17.7282706396964,13.7994858468786,1.44181466902503,36.4924922123475,18.6416197537861
North West,East Midlands,Background Urban,1988,Spring,3,21,12,51.1440550767796,-1.43314898533782,93.1614374994871,281.504458296594,2.98919028349429,212.479616249431,-0.0012024289549178,576.384656823346,1422334.29590454,0.195419222684229,76.3301248594709,17.7688443686715,13.8193748934392,1.44104439858289,36.4746689167863,18.6419529983662
North West,Greater London Urban Area,Background Urban,1987,Spring,12,29,14,52.1008671615733,0.116121398843525,-63.4456593632733,282.714510599508,8.21775279586412,239.99750172575,-0.0025945454727127,744.234486191384,5136350.78157925,0.209789697603936,72.4643605848779,17.7407535956534,13.8135544559512,1.44186977060363,36.4752334450908,18.6417135211553
Greater London Authority,Brighton/Worthing/Littlehampton,Traffic Urban,1984,Fall,10,17,22,52.4550218926174,-0.567925626753303,-30.4881046307521,280.551283284001,2.13108249314235,215.414899814351,-0.0012361761825966,182.666599219363,4354945.05053924,0.149801053985063,76.3841658031134,17.7626177411905,13.7871071915036,1.44050343321991,36.5035250578569,18.641624112448
North West,Tyneside,Background Urban,1999,Summer,10,12,13,52.5030412249602,0.170031490278951,126.925083068294,287.139872254972,3.19796175284637,281.230390000308,-0.001470461592829,1001.05850972084,8147432.28433243,0.261045342611071,30.6163123162785,58.4379308615919,0.817081165520145,0.783858227169276,30.0778481122977,18.6458176677861
North West,Eastern,Traffic Urban,1994,Summer,6,29,15,53.0867305457351,0.939931926759593,-77.2086376982963,290.624139630921,3.59109256111646,248.54016587255,0.0003426114905175,2126.71348933016,6306027.60719711,0.160122950952392,76.1200635694096,17.771780365968,13.8057650979079,1.44112109047212,36.4826351942886,18.6424802855574
South West,Liverpool Urban Area,Traffic Urban,1994,Winter,11,28,9,52.9272153477817,0.35592687341451,-62.7026837789128,283.601106948984,3.53566187235685,31.2569053717548,0.0017187656578307,267.446714772639,-90173.0023889637,0.251435046642253,76.3086080470597,17.7667121203032,13.7939332115581,1.376405450316,38.396816292667,18.6404184256759
North West,North West & Merseyside,Background Urban,1993,Spring,1,5,7,52.0185321995914,-2.46313843560581,277.416799862332,277.779667257696,2.9620481174479,219.437797718036,0.0081245575426262,115.759083989072,-209409.059486486,0.107760126534665,76.3007010922209,17.7605333572721,13.8023630498834,1.4424674853115,36.4480834096811,18.6429555496556
Greater London Authority,Greater London Urban Area,Traffic Urban,1982,Summer,1,29,0,54.2564116131124,-0.679929331971767,-62.8257132866781,272.179906179541,2.10592704957404,284.947372025876,-0.0057752034020764,8.9820090634435,1920496.24891526,0.143574630728905,63.6328209694422,17.7484271800417,32.2267244746324,2.65271055038123,36.4895849119367,18.6437985561531
Greater London Authority,North East,Traffic Urban,1984,Winter,11,13,7,51.9362290202767,-2.53803501367742,25.4721925099532,282.745751467965,5.61563658705854,273.842924605084,-0.0037619274563608,425.916408733938,263625.939923677,0.173213258870463,76.3390379982453,17.7190362855367,13.8029109672029,1.44200171251344,36.4888824351034,18.6416241262665
East of England,Sheffield Urban Area,Background Urban,1988,Winter,7,26,3,52.8479718207613,0.059978409660661,15.0063990104488,285.006727484582,6.98273023480658,220.727682816365,0.0053598355109132,718.885230208153,-1323840.11142438,0.187649218756996,76.3363659959669,17.7351332746229,13.8156392987538,1.44125476516933,36.4662305571235,18.6432384724732
Greater London Authority,Greater London Urban Area,Background Urban,1989,Winter,2,17,2,53.3318665406186,-1.08082005806253,195.972653142523,280.51789865375,9.82299955869271,193.300254711022,0.0033594646400682,1010.27252469751,67287.7288639217,0.149330831601989,49.1049756722083,17.7396941667339,13.811089769448,1.16009236653043,36.4757869677742,18.649029629374
North East,South East,Background Urban,2000,Summer,1,7,10,53.7408178839271,1.17293840811643,-12.3975269489904,278.130962238367,8.57860733952469,214.316049943026,0.0001566073527431,396.886492165434,539997.722727353,0.243898399336325,76.3170693138086,17.7588606897342,13.821854654102,1.3521017145743,35.8805075579631,18.647991562797
East Midlands,South East,Background Urban,1988,Fall,12,4,23,51.8689652506291,-2.65857744465398,212.869809968408,279.931445124705,7.59308112099734,236.631095072267,0.0017601443830589,417.273237430264,97502.8599207199,0.192368727886934,76.2742100825038,17.7465635809242,13.8126667846001,1.4410349432447,36.4875655519993,18.647076731871
East Midlands,Greater London Urban Area,Background Urban,1993,Spring,11,15,19,51.8035208706645,-0.900095312419055,-52.7576340553994,280.411409459413,4.75197919406371,177.375341240655,-0.0003338508872196,524.467288077668,950311.894384884,0.17441607415992,65.5683998201449,9.81668986231125,20.3946445951521,0.518254608802563,41.6070743092836,18.6342955518489
North West,West Yorkshire Urban Area,Background Urban,1985,Fall,9,3,19,50.5198201624022,-1.93589031979971,-53.777136080705,290.112251459401,8.90036199030681,238.351344458827,-1.63873676872501e-05,1299.98836022676,6492703.4287511,0.152383346002863,76.3303038836971,17.7610188737612,13.8263692047644,1.43900923221255,36.500993839563,18.6397998121554
Greater London Authority,Greater London Urban Area,Traffic Urban,1999,Winter,3,18,1,51.4235247349305,-2.3013270578988,279.526999405392,276.091982037607,4.27557132339323,309.108997982892,0.000723597341196,402.74445621731,-1505574.41809405,0.138164808069287,35.3067558813105,7.28986204973881,7.00659291274698,1.17611697626687,38.4305099814964,16.6708641683917
Greater London Authority,West Midlands Urban Area,Background Suburban,1995,Winter,12,4,5,52.4537572013818,-0.263120269861548,198.432415383356,274.217820717222,5.55101750084655,78.2756574227481,-0.0013921767160606,251.709032211087,15949.7428105449,0.125040695873508,43.8992797213391,17.2438632652777,8.74577148057561,1.26520008756784,31.9885289625835,18.6434573621985
West Midlands,Yorkshire & Humberside,Traffic Urban,1987,Winter,2,22,9,51.580482985227,-0.56406384152255,65.2762088614582,270.685203420595,4.11927463441349,32.4227328375347,0.0038941244345935,3.15583168517389,-731921.587400056,0.154190043837668,76.3767275699695,17.7612650876077,13.8518899373526,1.44171229789402,36.4576662309738,18.6375934828941
South East,Yorkshire & Humberside,Background Rural,1996,Spring,7,14,17,51.0897903107643,-1.22589876137758,48.0221241506112,297.786935648931,2.45407858043346,317.0123834499,-4.91447942312507e-06,1537.58655897117,10313252.666966,0.233792679565802,76.2551873228018,98.5267501829275,13.8136968981278,1.4413942255648,36.499333264311,18.6405096210252
North West,Brighton/Worthing/Littlehampton,Industrial Suburban,2000,Summer,12,28,2,52.2762735117222,0.575611376673136,19.1369301207566,277.395803083056,6.16680573679913,204.160518036525,0.0038282223441304,780.161418306979,-1332865.2309989,0.168398895237019,37.6502912884422,-8.90950496576304,13.8272615299221,1.31087783268219,36.4372098033822,18.6396329700527
Greater London Authority,Kingston upon Hull,Traffic Urban,1983,Fall,6,3,21,53.2122465041396,-2.51102597192271,27.3521880186091,287.446634254047,3.99649574476273,169.51993611773,0.0015846711455415,726.699955304599,9803438.7812839,0.179296583822178,-167.404052383849,26.8377564774439,18.8238693890084,0.942356856507811,66.7175725734592,18.6380203411002
West Midlands,West Midlands,Background Urban,1990,Fall,5,23,18,51.2634036267862,-2.41765688782104,83.9539545517542,287.53044955143,3.41412007473234,224.786186152702,-0.0002256042310611,1523.25887332838,5253062.80507362,0.179713621092992,76.3209224373071,17.7406153726445,13.7929028316762,1.44218651874118,36.4808020478152,18.6410330439609
West Midlands,Bristol Urban Area,Background Urban,1988,Summer,4,20,4,53.7070960435561,0.22767324127469,23.312976946246,280.812601914176,3.58563026806907,247.346119618269,-0.0001384713163838,303.542922340784,3.55958490921707,0.167568909757446,76.3181451321077,17.7103370994279,13.8204573674968,1.4415241442354,36.4991853816063,18.6373152330062
East Midlands,Eastern,Traffic Urban,1994,Winter,3,1,17,52.2208620057682,-0.619268852439217,-58.1187233928437,282.842113193567,6.67625193647515,266.754448791572,-0.0009468901100509,1215.61570773867,2863141.73089768,0.205051909199767,76.1717551222918,17.7709125216297,13.8057651935777,1.44112106932834,36.482634517072,18.6445926095265
Yorkshire and The Humber,Greater London Urban Area,Background Rural,1984,Summer,12,22,0,52.9650209970956,-0.297401567796804,-71.5662368259473,277.661005102846,5.93245255289387,213.31380240843,-0.0050173189783141,228.534046179235,4343483.06230832,0.160198034423609,94.3194082600817,16.4044454356752,22.4271196748828,1.27350708372756,35.629332162247,18.6380849389497
Greater London Authority,Greater London Urban Area,Background Urban,2000,Summer,12,12,9,51.4779296140312,-3.37322857201205,3.72200811066193,279.408208222555,26.6367806342151,205.821730966548,0.0090426337619755,2544.66019281608,-96321.9459561445,0.22105611209893,16.7459008546243,93.6010936912878,2.13474332284349,0.167566629299997,29.8971342997045,16.576639647211
North West,Preston Urban Area,Background Urban,1981,Winter,10,5,13,52.1385960066933,-1.34652471438612,147.445858373879,280.215499459982,3.38997762773378,42.8091884615088,0.0010826720917443,1055.51848580832,4314581.63561255,0.255096207967582,76.4068397406873,17.7545820378415,13.8125003189765,1.44059902567695,36.4487719515084,18.640524854561
North East,East Midlands,Industrial Urban,1981,Summer,5,13,7,50.5932595666471,-0.290434461188227,3.46219343828396,282.994597709868,3.82464982375314,81.7754306708418,-0.543627226540579,317.411150596311,206606036.844778,0.22398998507253,-2543.98418351127,10.2759496533885,314306.003078268,1.44199502970921,36.4841638915325,18.6363062394761
Greater London Authority,Yorkshire & Humberside,Background Urban,1987,Summer,11,2,7,54.0876214721088,-0.320843476718096,255.898716897025,286.167013822484,3.21720844764538,370.690177838562,0.0001419156813169,333.598014787007,102474.128606315,0.20358856900958,76.2536158959284,17.7756965018979,13.8060171057777,1.44176832434106,36.4608201412564,18.641660082974
North West,North West & Merseyside,Background Urban,1996,Winter,12,9,23,53.2866468333452,-0.886786619404422,91.8194242170321,270.983727988224,0.747326956535287,152.379506403643,-0.0047553203908022,277.392694731512,2003391.49604109,0.321505449177763,76.3821978943057,17.700306189098,13.7610431403384,1.44145144657803,36.4803294203638,18.6386982309848
