A,C,D,H,I,O,T
old,none,0.0,none,78.6612408514889,323.921699049847,542.461122158695
old,none,0.0,none,156.036330736113,303.494168597191,586.248766977188
young,none,0.0,none,67.2753872682574,61.5167041007989,244.643318977665
old,mild,6.24174874623985,any,3471.35399727421,383.353938839248,4050.10261063762
adult,none,0.0,none,142.875321790893,177.081145444957,444.615820105628
adult,none,0.0,none,47.4278864464456,183.613306333888,352.180037464281
adult,none,0.0,none,87.5462054135241,169.249373509261,374.744749560762
old,none,0.0,none,138.911283882416,387.242626894466,665.82303802889
young,none,0.0,none,81.5882736288111,65.1060622246843,282.953531374729
adult,none,0.0,none,129.737685062302,172.423217554655,417.116595766145
young,none,0.0,none,130.945279178779,53.8498697053126,330.538875754232
young,none,0.0,none,113.955436038329,60.6915975033782,276.135068105589
old,mild,0.0,none,112.493428672786,402.220656883887,653.081520512079
adult,none,0.0,none,91.9349185240469,142.625922721825,357.083135112794
old,none,0.0,none,35.7102980414155,308.977919311223,478.675157854725
adult,none,0.0,none,138.104056911303,182.241696328705,454.204042453719
young,none,0.0,none,153.247900184758,47.3729585365101,314.53898449466
adult,none,0.0,none,116.892536985815,147.598179794602,385.889505140028
adult,none,0.0,none,91.6535039942844,155.090117393507,384.661272899115
adult,none,0.0,none,83.8276120571266,180.80938674258,407.698410086465
adult,none,4.577348244419,any,1477.22261557338,192.211348166743,1823.53561980094
adult,severe,0.0,none,268.671932350214,178.608319559492,589.743261869773
young,none,0.0,none,74.0675023231864,68.8611814152697,261.735352799358
adult,none,0.0,none,102.547068713099,200.473872069159,445.909617655414
young,none,0.0,none,64.9031456778403,60.6036781123464,266.039921158034
adult,none,0.0,none,113.187818432411,170.354918669356,407.583258289873
young,none,0.0,none,110.336821960732,42.8081714933853,268.881308119664
adult,none,0.0,none,136.246618758275,170.65888510307,428.862501786845
old,mild,0.0,none,153.202309543991,423.129538314915,726.995817521115
young,mild,0.0,none,155.865749646216,58.6642071794785,328.322739654607
adult,mild,4.7695765529661,any,2701.98409658418,186.549213635337,3084.88949886781
young,none,0.0,none,123.221900816556,61.6700671916445,316.591600399026
adult,none,0.0,none,78.1405067634899,200.108233787858,428.304711344938
adult,mild,0.0,none,73.6457052167875,174.322542100657,358.989419269464
adult,none,3.36963788628442,any,1137.59378582983,203.672841686313,1466.84080539944
old,none,0.0,none,81.7073028131062,388.617229995417,631.565813081281
young,none,0.0,none,141.124928439748,49.5289926718107,314.740458012484
adult,none,0.0,none,93.5799418752831,187.885253365968,421.762175690724
young,none,0.0,none,76.9650892725185,70.7718030031719,289.712926901109
adult,none,0.0,none,89.4487489425768,206.169944318406,419.048868219293
adult,none,0.0,none,109.217668322326,183.906955196626,419.103666330578
young,none,0.0,none,148.014273265006,75.1650064830448,352.126187324825
old,mild,0.0,none,51.8088436409465,384.27189526349,559.667317728661
adult,none,3.46336291629751,any,1131.93225393495,165.273693574586,1431.6624169122
young,none,0.0,none,161.800684881134,91.3901143414508,373.728008196199
old,mild,0.0,none,29.7841904906895,354.280944547617,505.865751847791
old,none,0.0,none,123.521801613326,411.252523636451,652.966799358526
adult,mild,0.0,none,69.2474341232727,172.189486554098,361.159738788147
young,none,0.0,none,100.056200723231,74.7695288294803,296.126068430122
old,none,0.0,none,91.2818234817364,447.304343337728,680.409282460707
adult,none,3.30551185615916,any,1106.19334795617,187.280542886115,1432.64769491421
young,none,0.0,none,137.83471450118,62.3813321685692,330.844216151496
young,none,0.0,none,179.355154142519,55.8898646577511,340.857446110255
old,mild,9.43357331089051,any,5149.69994321953,376.09069565794,5766.0015720229
old,none,5.20097830481418,any,1631.33001168054,371.11662394881,2168.34106091426
young,none,0.0,none,114.559965379874,66.9777537002418,309.608586376631
young,none,1.78349877238588,any,621.380377257202,62.204120280024,814.65278755053
young,none,0.0,none,92.9498259119869,48.2104040869121,285.530814415608
young,none,0.0,none,104.725281329083,54.8777143996204,280.330628127247
adult,mild,0.0,none,135.883155428166,166.748084608891,441.483801784926
adult,none,0.0,none,145.03427049395,189.437056905981,467.092457367555
adult,mild,0.0,none,136.592335475107,201.208653691172,469.520147511218
young,none,0.0,none,106.663872732141,46.2699569529866,259.636615593955
young,none,0.0,none,123.997145729489,48.0218738483129,286.669540280864
old,mild,0.0,none,91.9097716627622,344.722063376084,582.64525392416
old,mild,6.58666546983608,any,3743.9140164979,387.760304054247,4331.58916149519
adult,mild,0.0,none,68.0770944487606,186.269476679365,380.666896246967
adult,none,3.38432212097931,any,1115.03520264947,245.763131946329,1528.68290835697
young,none,0.0,none,114.119980822912,50.8366916433836,284.067165805682
old,mild,7.80639752440933,any,4363.01227257602,328.829058736313,4928.26062165243
young,mild,0.0,none,47.9062908603111,63.2332640304656,242.28047964701
adult,mild,0.0,none,88.2554973074083,208.48554959463,427.448575606985
adult,none,0.0,none,98.844670977831,172.94579775483,394.984155826239
adult,mild,2.94754692148542,any,1765.18662072782,200.223240701951,2144.73571483474
adult,none,0.0,none,140.004296278506,151.954457521972,427.280945599686
adult,none,0.0,none,84.7642224534501,124.413313734567,335.100148447005
young,none,0.0,none,69.0999386684866,69.3635701384416,279.020602178594
adult,mild,0.0,none,85.6683300721322,182.564203523316,393.764681164857
young,none,0.0,none,104.469811792883,66.4993460665977,284.788248702619
old,none,0.0,none,109.620689531073,406.51790396656,649.75947398126
old,mild,0.0,none,59.7504050412706,399.465187394566,588.662719496424
old,mild,9.04968324114429,any,5000.55386705113,310.050852786166,5537.65115266625
old,mild,0.0,none,71.367118175491,319.419395111926,533.378028087145
adult,none,0.0,none,48.1402668252166,203.89679300525,374.097737362026
adult,none,3.75472975885479,any,1226.10359392342,174.026685104666,1550.72599378055
old,none,0.0,none,88.3220509171601,364.961823694206,602.571472664361
adult,mild,0.0,none,73.3332542688225,162.724285031348,363.953949782031
old,none,0.0,none,81.8811278103673,343.768559851541,551.961121265014
young,none,0.0,none,116.593212868126,70.4670927752361,309.643586969383
young,none,0.0,none,61.9792459306156,48.6986049085232,232.568993099279
adult,none,1.61690188993614,any,531.120045882762,167.047639488074,833.260141813769
adult,none,0.0,none,74.80254135091,189.562769957876,404.815446227696
young,mild,0.0,none,100.2928766285,60.7076068756726,305.051580153884
adult,none,0.0,none,106.301679083477,176.141287010747,420.545598188528
old,mild,0.0,none,84.1323796556443,331.151843569872,543.681413697585
adult,none,0.0,none,137.911845113855,172.735346078749,439.22761907985
young,none,0.0,none,113.793975673907,66.1297908137622,319.770538232346
young,none,1.03261815527851,any,382.797615944872,75.455746057964,601.495863644151
old,none,0.0,none,143.125594746637,342.126336282418,621.533915111727
young,none,0.0,none,114.567744595127,67.3593464287876,320.410411313372
adult,none,0.0,none,75.1045277696496,202.774201120836,404.776745341783
adult,mild,4.30392916586495,any,2471.95838727485,173.737603833917,2825.96742387646
young,none,0.0,none,78.8433583389979,51.3017242706456,264.922743913703
adult,none,3.84168333148759,any,1249.92275517943,185.246337258067,1577.21525158975
adult,none,0.0,none,114.693429935173,194.611960948932,449.428523530749
adult,none,0.0,none,113.821154721111,156.892427748659,389.970257056358
old,mild,0.0,none,56.0792058424023,306.485267886294,502.71941291613
old,mild,0.0,none,115.09241753407,393.541083596647,659.826186240831
young,none,0.0,none,76.6376721893488,56.8792244951146,247.742961093541
old,none,0.0,none,99.5434871635542,373.339358329562,605.99200699181
young,none,0.0,none,112.431653684525,39.2529869895199,291.298512155374
young,none,0.0,none,132.823696186636,75.3013492232699,323.895401964215
young,none,1.16879012628473,any,435.229421190179,54.7345353607777,625.06537348977
adult,none,2.70281496154934,any,920.194837827931,169.366600442492,1225.23606981341
young,mild,0.0,none,143.770722430321,51.5479360014227,324.322105212958
old,none,0.0,none,135.381626906017,403.306180416725,688.636139422608
old,none,8.21455935214155,any,2572.40311400157,324.308031028434,3074.30526959626
young,mild,0.0,none,161.173585210961,60.4636643363924,346.062212181161
adult,none,0.0,none,82.5474969314086,150.862804350688,353.309674081326
adult,none,0.0,none,107.619527681585,184.339876307576,420.35277072795
young,none,0.0,none,98.0441633372731,64.2750925030077,277.304316036047
adult,none,0.0,none,75.4664778694595,208.283348955231,407.527172417579
old,mild,0.0,none,121.296239726971,401.77811707864,675.064191609618
adult,none,0.0,none,89.411234797733,232.264387078794,432.189349630478
adult,none,0.0,none,130.801358060713,194.639665078879,457.328938940629
young,none,0.0,none,97.8823228185573,60.1214741172954,287.262042414892
adult,mild,0.0,none,22.0030686589194,165.682750776818,318.60425486282
old,mild,0.0,none,63.2835368697102,378.290178804171,594.171701470204
adult,none,0.0,none,140.39021073613,172.958371927095,459.59379450671
adult,mild,0.0,none,149.779348002755,185.994215587879,466.142770675486
adult,mild,0.0,none,93.7326385641207,154.323479588576,389.958521523805
young,none,0.0,none,118.371744097696,49.7978498709942,290.112389613987
young,none,0.0,none,147.619465695526,57.2599776514346,314.431188245341
young,none,0.0,none,147.698297155793,62.3768021535551,329.655374295591
adult,none,0.0,none,105.412544433669,183.160531060336,416.291042050584
young,none,0.0,none,102.576106365658,61.3834650037468,280.541726817788
adult,mild,0.0,none,146.867280034412,200.122961616086,473.426023972331
young,none,0.0,none,145.479884231514,59.0155861755997,342.05831088688
young,none,0.0,none,91.2982938524996,59.0213932867554,280.261045428731
adult,mild,0.0,none,195.687044465071,175.843854855231,496.786120822588
young,none,0.0,none,88.7111764602201,59.8332400920509,269.282742320421
adult,none,5.55418892106622,any,1763.18727683141,168.094962642568,2102.97548398888
adult,none,4.12944579358327,any,1368.39379981366,184.349497680978,1707.44644382612
old,severe,0.0,none,197.711602092887,325.182049052625,651.58394480385
young,none,0.0,none,107.69163224026,70.9421647840503,290.385025463251
young,none,0.0,none,28.5947770917365,58.6042830149723,221.309005721536
young,none,0.0,none,93.8152519732683,52.4506303402556,270.739312227563
old,none,0.0,none,91.0334613088921,355.47888152117,589.848979833087
adult,none,3.2613827869034,any,1053.3706534437,179.030530804231,1369.65141726769
young,mild,0.0,none,89.1036767178325,52.2212193345365,268.099899008983
young,none,0.0,none,80.7816048411159,59.6015198665939,249.935425500258
young,none,0.0,none,151.672816294814,66.7594877368146,339.897326797597
young,none,0.0,none,69.5300426881063,55.8602881501922,255.852422444208
young,mild,0.0,none,70.9659574977392,57.1245671631511,256.771434358488
young,none,0.0,none,165.362548434137,73.0607401773016,364.905956990936
young,none,0.0,none,29.9113778292454,53.1289673568282,203.448080862102
adult,none,0.0,none,168.084546433912,183.949559894656,490.578874614151
adult,none,0.0,none,115.753628236655,182.348447459779,426.612400234848
young,none,0.0,none,165.815667594402,58.4919016009651,355.438953974151
old,none,0.0,none,104.172687439412,352.952886678792,592.510437358645
adult,none,0.0,none,133.937433070646,174.411521844875,432.793187000768
old,mild,10.8739669467941,any,6055.09119385894,350.912498636544,6671.71588377169
adult,none,0.0,none,93.3697652557633,148.107155918093,381.40281342277
young,none,0.0,none,166.645503479188,51.1152620337549,335.87051633116
adult,none,0.0,none,124.895363391921,164.075904022643,420.986956090759
young,none,0.941427587243434,any,399.47790587066,65.3254667086146,608.346465991847
adult,none,4.70416631135651,any,1483.67706142449,206.755930623436,1847.3191949362
adult,none,0.0,none,145.570300955722,194.250497817966,470.651786186938
adult,mild,0.0,none,182.482373898851,210.199731225748,536.324733753304
adult,none,4.08096637114466,any,1261.37170913792,174.185330417803,1611.15164200564
adult,mild,5.28496039711147,any,2990.87663539601,185.69525615349,3361.0454163974
young,none,0.0,none,53.7113585942537,61.960195380999,223.882135272937
old,none,0.0,none,140.782454967977,338.988120443525,614.196329965882
young,none,0.0,none,80.331901102234,59.3324953075485,271.887474687781
young,none,0.0,none,73.3162160676612,65.2418285718306,262.845631089773
young,none,0.0,none,127.21104693219,50.6340853088047,301.950856403503
young,none,0.0,none,147.876131243843,65.7952335606998,342.482246934362
young,none,0.0,none,112.207345110634,60.748812650348,311.354055491924
young,none,0.0,none,55.1250529527071,55.6540215597786,233.510696924348
adult,none,6.76477331350898,any,2099.05611759792,196.923670247268,2475.39817442231
old,none,4.82390855523233,any,1506.40578578401,385.874339225913,2068.11668113285
adult,none,0.0,none,105.799967897414,158.897711232311,395.821959375113
adult,none,0.0,none,56.6104363910005,198.619895873159,378.583913340778
adult,severe,0.0,none,18.371548424225,171.93285023142,324.182492417559
young,none,0.0,none,74.0943514448901,45.4433402435775,232.759194199561
young,none,0.0,none,77.9105727397463,55.4614249732236,262.888709870343
young,none,0.0,none,94.7912989294299,44.5658286661564,256.699402518687
young,none,0.0,none,31.1860574426564,53.7693163323453,218.857639216072
old,mild,0.0,none,13.4797303715118,427.487908507276,575.95270754005
young,none,0.0,none,93.6173129361555,47.5950456134421,260.453791413363
adult,none,0.0,none,75.7979149653976,151.460053251113,378.96751681479
young,mild,0.0,none,47.4385996220424,47.8446047921178,207.399540125347
young,none,0.0,none,94.8971299829692,49.8163314727414,292.848879382107
old,mild,7.16036077574981,any,3975.55814714935,249.283111609541,4437.59970476602
adult,none,4.19919646857783,any,1408.14863284715,216.9410140982,1781.9430172929
young,none,0.261645937371754,any,187.109271512588,66.8197401224495,373.178977875574
adult,none,4.15772918527028,any,1329.10045747033,185.569367458644,1689.53329614682
adult,none,0.0,none,99.3343307866117,175.139041314165,409.889636860629
young,none,0.0,none,106.178030826737,56.5613445269576,284.813878872017
adult,none,0.0,none,56.8128015652621,190.53283871344,368.716382122996
young,none,0.0,none,67.1627497881914,57.2204452988451,246.131366851067
adult,mild,0.0,none,117.540851871679,191.855340488592,433.439502827528
young,none,0.0,none,151.266679276647,47.6970669738751,332.907926373193
adult,severe,0.0,none,43.6825312027621,193.486904056095,368.792798317523
adult,none,0.0,none,110.097763105458,169.589665324298,388.198123702775
adult,mild,0.0,none,144.987176679363,170.827069444552,463.324386408875
young,none,0.0,none,87.7263165319388,55.7605290803424,267.845839005644
adult,none,0.0,none,108.648253145549,173.701228341481,421.61720770979
young,none,0.0,none,123.848365435225,71.7218025845495,299.350131917625
adult,none,5.94620437518444,any,1887.33107434017,191.753085782699,2247.53769041987
old,none,0.0,none,61.7785477125101,372.045249997557,578.65872445531
young,none,0.0,none,124.284948356179,54.7500354303609,280.696624711127
young,mild,0.0,none,12.9512400592271,55.7009823112336,194.958400896241
adult,mild,0.0,none,82.3547778881452,150.767661487495,349.413931151969
young,none,0.0,none,72.1994387350745,72.0613966799343,261.047567143671
adult,none,0.0,none,104.891893322835,150.875943729096,380.087265761076
adult,none,0.0,none,137.178576276289,151.083859016961,423.035074899513
adult,none,0.0,none,51.5821100216876,183.187081154156,382.871294168556
young,none,0.0,none,68.1719332038031,69.2651023861227,251.084941101012
adult,none,0.0,none,58.1018517431835,177.695253543757,355.494000053915
adult,mild,0.0,none,145.461108177339,185.321017193157,467.412656498816
adult,none,0.0,none,70.3527257908409,184.900952992995,404.696268857596
young,none,0.0,none,65.7798610984007,58.0934168900507,239.548568668671
adult,none,0.0,none,79.885515879895,154.79590795844,374.220773280836
young,none,0.0,none,163.265653232007,70.2712135761463,374.875711720669
adult,none,0.0,none,98.5769334372667,181.103433942767,402.112707511702
old,mild,0.0,none,106.042838681946,347.816707434624,584.406507676983
young,none,0.0,none,37.1470914795806,65.6733199279416,226.071818032783
young,none,0.0,none,84.5155029926136,40.3140373808951,259.785963699438
young,mild,0.0,none,-17.8596016713095,45.5075825279687,148.816951255982
young,mild,0.0,none,19.7830609513864,67.3904959257632,219.030461443052
young,none,0.0,none,140.688295907052,64.419454700406,323.280149132658
adult,none,0.0,none,116.065373339374,185.297810554936,438.29947067399
adult,none,0.0,none,139.723322868887,178.218244356676,439.087591719026
adult,none,0.0,none,53.8733871862433,158.118288285113,322.566574396302
old,mild,5.92927368618749,any,3343.7557881367,388.937148837234,3949.39529219059
adult,none,0.0,none,109.639737992259,187.290111434444,438.362174707052
old,mild,0.0,none,112.160053461931,400.403716385367,665.331630479557
adult,none,5.60614732119696,any,1789.77371337775,203.279695503174,2162.52760853742
old,none,0.0,none,87.401417335949,458.014257126682,695.041745938519
adult,none,0.0,none,112.149215290638,152.532289982291,392.01641972088
old,mild,7.87213526043876,any,4385.38289219648,365.07513317526,4989.96233825349
adult,none,2.76239978818875,any,957.436605919628,188.546463883746,1300.32612834272
adult,none,4.98189883787365,any,1598.87183160909,186.390982311884,1942.22592462265
adult,none,0.0,none,55.6887708610471,194.790374648064,405.373976536188
adult,none,3.16149290796507,any,1095.50721577588,185.373996451152,1455.86867556469
adult,mild,0.0,none,77.7302516002451,180.382641571582,390.328851138696
adult,none,4.10876322838336,any,1283.63548032551,156.828949344501,1595.80678707392
old,none,0.0,none,62.8922726274023,377.859062569162,583.916972953051
young,none,0.0,none,148.929297191915,55.3759593275438,337.492850101568
young,none,0.0,none,89.6189921604973,69.9040364964153,270.082478472373
adult,none,3.07568199924372,any,1024.39666585157,176.331094088327,1347.73933485828
old,mild,0.0,none,6.317100590058,408.193317187985,555.264882443286
adult,none,0.0,none,114.435117536531,206.649066352532,456.320317768996
old,mild,7.91518486339171,any,4480.49390139577,394.447426117402,5118.14459934471
adult,none,0.0,none,112.913381219768,145.447868354082,376.126905978145
adult,mild,0.0,none,70.0027998459972,161.85015467028,359.882650575288
adult,none,4.05704171622042,any,1295.79910285863,228.186074875786,1667.89130922653
adult,none,0.0,none,88.8091351192091,162.086458952684,375.900461886239
adult,mild,0.0,none,88.7168487180363,173.04559592801,386.603095144555
adult,mild,0.0,none,50.0990456522846,194.281072183445,386.448726278271
old,mild,0.0,none,119.88934676016,371.915564160171,640.068659485563
young,none,0.0,none,117.104669282838,62.7119033335487,311.415243651013
young,none,0.0,none,74.4759180950348,68.4176846796177,255.51003398206
adult,severe,0.0,none,-42.6008832994204,184.271963555679,266.074951101357
young,none,0.359950197906904,any,200.831108957636,48.5584517427444,395.216300684103
adult,none,0.0,none,116.167023877555,204.720714327229,435.365309698459
adult,none,0.0,none,66.0314281451562,172.23839047046,375.533882679266
young,none,0.0,none,155.364866212718,52.5423427406415,335.815344804332
young,none,0.0,none,110.79408408933,65.6536843843254,324.00996667279
young,none,0.0,none,108.074071566109,63.5629622153997,302.324872968687
young,none,0.0,none,103.505864195499,75.2355760973931,291.361478002614
young,mild,0.0,none,96.4586453086186,50.2140539003769,249.642821995351
young,none,1.4206343633198,any,494.051631944356,68.5653644011986,700.324033997584
adult,none,0.0,none,95.2300339452865,155.730694820369,390.392064678669
young,none,0.0,none,109.944042063087,55.2432082895953,300.901471625579
old,none,0.0,none,169.136111558721,341.553215912479,651.146398355123
adult,mild,0.0,none,63.1675739758992,162.601894059504,373.752655349525
old,none,5.05245752021652,any,1620.24943964414,303.537833129587,2091.70068032557
adult,mild,5.01378048537395,any,2886.46375520444,183.96816621685,3258.43511825787
young,none,0.0,none,128.245527654771,53.0779022523184,311.150994983274
old,none,0.0,none,119.795147799421,330.302736068388,568.389938399704
young,none,0.0,none,130.156365541701,57.8176102837919,319.819367278097
adult,mild,0.0,none,85.5416470229931,203.195349137778,426.865671237665
young,none,0.0,none,118.257869439906,72.5446228037877,302.213627800465
adult,none,2.97804379270113,any,966.934463593505,220.957111088707,1329.59292116548
young,none,0.0,none,102.549650948729,58.5942615210909,278.959595661598
young,none,0.0,none,99.1586450250856,51.2471156125277,283.64761836944
adult,none,0.0,none,87.720503496705,180.97072342124,413.683371259372
old,mild,0.0,none,53.2742115828192,291.952546602863,487.244548355386
adult,none,0.0,none,136.003254563636,181.966306085436,454.299625367689
old,none,0.0,none,103.143512190838,385.347413527911,631.306532353567
young,none,0.0,none,50.7337357828229,68.827598343328,241.194066896346
old,mild,0.0,none,128.881230240078,362.63657374834,638.891934297319
young,none,0.0,none,118.234202131085,71.2687382429704,313.670099424612
adult,none,0.0,none,104.921346472099,176.485801590539,403.698174198509
old,mild,0.0,none,96.4219562493784,347.6859738793,582.82651447011
old,mild,0.0,none,120.433190787554,353.442867415279,592.357296071482
young,none,0.0,none,84.6724819730843,68.4617840647131,278.960826167595
old,none,0.0,none,104.9649698648,335.299225688169,580.706892988231
old,mild,0.0,none,97.2287007483042,299.93601145911,544.717411147806
adult,none,0.0,none,108.764417655159,209.626158598726,464.012189242479
old,none,0.0,none,30.9719935882201,413.413852539053,593.146386292863
adult,none,0.0,none,84.8501331978442,214.742858800151,438.648221806241
young,none,0.0,none,153.183477986041,55.6226582556209,348.981403732919
adult,none,0.0,none,134.778281583418,217.469367259353,495.535525394343
young,none,0.0,none,105.295785814072,57.5427987961764,294.594627799529
adult,mild,0.0,none,69.8263219818773,180.378755407582,360.395133616163
adult,none,2.58197103247201,any,834.110202680787,169.850462537712,1134.94857899761
old,mild,0.0,none,93.7718649691815,378.679983269002,608.858581712859
young,none,0.0,none,80.5407713290971,79.7762744003468,284.721709902483
adult,none,0.0,none,132.373338979251,195.435042548886,468.431139899088
young,none,0.0,none,151.61034526756,48.3051443290965,335.752596137687
young,none,0.0,none,190.429541789423,46.5050212033473,346.051195671992
young,none,0.0,none,97.7961875593634,51.7582629248482,269.292571605624
young,none,0.0,none,78.4966466837299,54.4931358091762,250.465432858682
adult,none,4.07491934285747,any,1343.73655093327,132.57324373115,1635.70526458053
young,none,0.0,none,72.8304422727739,55.0668806616731,247.748796717657
adult,none,0.0,none,152.512552892827,203.826461112671,494.136855299454
adult,none,0.0,none,122.607006071905,189.541502027448,439.751487863855
young,none,0.0,none,95.737248626217,59.1113222547116,293.01242441876
adult,none,0.0,none,82.7390904538704,184.345891176143,418.993062058481
old,mild,8.22532458975983,any,4692.02994241309,403.383555925149,5340.45419166708
old,none,6.02702607029452,any,1922.82077721912,346.00787253805,2436.46253594382
adult,none,5.15051414856326,any,1617.57418742553,187.011884781499,1964.77277433803
young,none,0.0,none,107.521517979829,57.9432182898791,290.592466648097
adult,none,0.0,none,113.552523556755,140.567642586386,380.480404243356
young,none,0.0,none,41.1737101154974,50.7621597515864,228.570929765274
young,none,0.0,none,92.4311921581274,77.8809811567407,303.531359172009
adult,severe,0.0,none,247.973185793186,177.699088165364,565.589191554948
adult,none,0.0,none,95.1086886056016,189.488963885219,442.008655472156
adult,mild,5.37141060389119,any,3063.06219486813,170.420539010597,3419.48337152779
old,none,0.0,none,104.900654452106,392.058254777707,653.724238043082
old,none,0.0,none,67.0300399615147,348.323296696524,560.972776863715
adult,mild,0.0,none,111.26488199452,190.539273047291,435.155195089452
adult,none,0.0,none,116.206532295145,181.47271785098,436.001303498102
young,none,0.0,none,102.370055027758,72.6068284317395,326.11558075366
young,none,0.48844503029119,any,217.244831275045,53.9257517534574,400.388127110523
adult,none,4.08560263725055,any,1329.27409224394,197.290384435645,1704.32218045794
old,mild,6.01161457614811,any,3411.19169132164,325.286068851175,3945.0035674265
young,none,0.0,none,96.5550706331527,42.7026705175913,259.042218005024
young,none,0.612515609781805,any,224.273847890824,76.9123256501878,437.121328689156
young,none,0.0,none,141.818223021814,50.9329367512493,326.871737175371
young,none,0.0,none,80.4875787895492,71.429914915222,275.115850622163
adult,none,0.0,none,97.1283994700172,179.393886529912,405.570161222225
old,none,7.38821372113352,any,2328.64074637415,362.577372657078,2880.3056191948
young,mild,0.0,none,153.931683485686,53.8779544345578,343.45252756031
old,mild,0.0,none,67.8905188324488,335.955669798096,543.990617732217
old,mild,0.0,none,127.105048778551,381.435727505267,633.94547411539
old,none,0.0,none,109.310555580447,352.611719585755,610.105322960802
young,none,0.0,none,111.353362135113,76.9000383391707,339.537798143833
adult,none,0.0,none,102.730829056158,199.759787019956,434.380554820577
old,none,8.0771448095078,any,2515.81582292048,384.624347539753,3093.54170736594
adult,none,0.0,none,113.933337283046,179.067879528172,422.587058412301
adult,severe,3.85491009060748,any,3148.70655138772,180.545059440918,3511.37671951773
old,mild,7.09839292495956,any,3997.0364108367,297.367109310205,4499.84779963807
young,none,0.796778268376406,any,364.411708318101,63.928911583021,562.616445688315
adult,none,0.0,none,94.4272987789963,180.568714033814,426.205224156085
young,severe,0.0,none,22.7856881428143,66.8731839445447,204.54634402067
young,none,1.51821630040332,any,553.044111188815,48.6843055309961,733.076456328176
young,none,0.272412129812576,any,183.842897238585,50.9732819251576,372.107996705827
young,none,0.0,none,132.127834915804,64.4941956894423,334.507555229415
old,none,0.0,none,99.9093324183531,322.286036071537,570.706449849568
young,none,0.0,none,115.475285319039,65.7323964888679,312.490641811449
young,none,0.0,none,82.2913578900823,72.5300520564946,270.322937435599
adult,none,0.0,none,80.7577507841827,239.068691338257,454.966928486161
young,none,0.0,none,79.2595514147142,70.608439937958,291.553721962787
old,none,0.0,none,96.310963827755,360.093352711119,595.731912450271
adult,none,3.39059982626222,any,1126.15640547115,232.277331022901,1511.04409942549
old,none,10.5529532719291,any,3243.28155313854,357.333750722497,3792.88294209027
young,none,0.0,none,98.8371976832763,42.4814173403728,269.451714497533
adult,mild,0.0,none,86.1811311189612,152.237988048389,352.346186431648
old,mild,0.0,none,91.4999593750022,392.718769024991,626.843079697996
old,mild,0.0,none,177.16139842181,355.367656002252,675.533729343435
adult,mild,0.0,none,191.402562181916,148.56200059265,462.702426568418
young,none,0.0,none,113.637057357771,61.1033666248655,301.041674594944
young,none,0.0,none,61.7038543752049,54.8198002734914,242.064525649247
adult,none,0.0,none,112.25003633406,191.977427463069,458.144382774101
adult,none,0.0,none,94.2463162046343,185.483672331042,418.769200669274
adult,severe,0.0,none,148.833202170999,190.866522881168,482.069517452308
adult,none,0.0,none,98.5024728911725,182.406443926216,423.182276972762
adult,none,0.0,none,119.719512000907,190.85643734773,431.07438819819
adult,none,0.0,none,137.250059840575,131.613985725573,410.226221425279
adult,none,0.0,none,49.7467907892919,196.020258614886,364.669956149968
old,mild,0.0,none,107.521909651595,439.202198428204,690.334774681808
old,mild,5.07211246656746,any,2863.58811966744,394.816954246263,3464.97718794977
young,none,0.0,none,29.5131704858158,62.7610749612693,211.615671860101
adult,none,0.0,none,83.2771751208312,191.82055975355,406.206437404585
adult,none,4.31737251784634,any,1378.02724283121,183.094805363434,1699.56787958313
adult,severe,0.0,none,153.862276428291,126.862256582921,416.021035526183
old,mild,4.98861901088064,any,2859.8525595173,397.179920892377,3454.91649593553
adult,none,0.0,none,89.5657938900109,176.355778994625,394.046947746963
old,mild,6.44235815576855,any,3620.86026117381,350.722117078076,4190.66385411618
old,mild,0.0,none,135.964611450385,378.586782832255,658.793730954639
young,none,0.0,none,141.782667705579,50.7153133961297,299.968567602508
young,mild,0.0,none,42.3206961930726,66.5323542273144,236.625068614136
adult,none,0.0,none,112.16355802629,180.837220121332,418.28213249383
young,none,0.93877152458708,any,353.536276353182,56.8356443593721,534.70867812607
young,none,0.0,none,63.4299675811919,66.783402334958,266.948049715546
young,none,0.0,none,41.8296634930893,68.8795694402402,224.647932153799
adult,none,0.0,none,77.2630848403646,204.541338469504,405.470691073594
adult,none,0.0,none,102.030377220016,246.923074922196,493.659713592616
young,none,0.0,none,62.8186565489453,57.8098537114795,229.418680694834
old,mild,0.0,none,17.8645921044759,376.965145103718,532.120199851036
adult,mild,0.0,none,178.037922453919,169.225337264313,463.932194315372
young,none,0.383392213400595,any,261.256157611329,66.0089324044567,451.624060190054
adult,none,0.0,none,128.285382476657,166.134637779628,422.755748437249
young,none,0.0,none,105.008018792352,59.2747188893309,285.279136497516
adult,none,2.46648246437036,any,840.081220118038,151.074213948842,1127.14757831721
adult,none,0.0,none,104.016856118534,167.038530684825,402.74679858872
adult,severe,0.0,none,-49.4477752190155,175.209281719417,256.106230226851
young,none,0.0,none,105.116739459591,51.8364623390513,281.730004711099
adult,none,0.0,none,118.378799870266,148.056228434482,397.404667502266
old,mild,6.55318385004386,any,3744.37098977412,344.368121378696,4292.5205111704
adult,none,0.0,none,53.0406277296299,176.467869056111,357.190647709344
adult,none,0.0,none,161.416061419987,151.63788452897,453.204117336596
young,none,1.00949948957778,any,378.094396992459,67.6506679059771,578.365542737689
