sex,relation,is_parent,has_pets,age,mean_tr,median_tr,tr_per_month
2,2,1,0,43,2555.3519672131147,1750.0,3.104764841137124
2,2,0,0,23,629.4131868131868,360.0,6.59465625
2,2,0,0,32,900.5512826086957,302.325,32.112299311926606
1,2,1,0,23,599.5406593406593,238.9,5.035919318181818
1,2,0,1,25,780.4047161572053,474.8,14.957176770386264
2,2,0,0,21,1000.0,1000.0,6.087375000000001
2,2,1,0,29,1829.025,720.585,3.381875
2,2,1,0,22,939.0218811881188,279.0,11.138131793478262
2,2,0,0,36,1234.8523945783134,315.5,31.726978021978024
1,2,0,0,21,176.87885714285713,78.28,3.818245967741935
1,2,0,0,31,35013.04,4000.0,1.0399843394077448
1,2,0,0,26,476.7988636363637,198.895,19.16216613672496
1,2,0,0,41,5722.280432432432,393.53,8.909528283227848
1,2,0,0,23,248.1714285714285,267.65,1.1674417808219175
2,2,0,0,30,1300.6256374501993,400.025,25.25505991735537
2,2,0,0,38,17465.947586206898,10000.0,5.649084
2,2,1,0,43,1965.8346666666664,1952.83,1.4047788461538462
2,2,0,0,31,1530.4633471074385,400.0,34.635064655172414
2,2,1,0,32,1603.2444444444443,1556.17,0.6155772471910113
2,2,0,0,35,2869.1925675675675,509.905,17.67918956043956
1,2,0,0,22,388.3748695652175,143.39,7.41576403601695
2,2,0,0,26,81.1,81.1,1.0
1,2,0,0,22,423.3475,143.56,4.530139534883721
1,2,1,0,44,1578.1008333333332,1382.375,2.3226868044515103
2,2,0,0,32,6587.903737864077,45.0,9.920880142405064
1,2,0,0,27,3562.338634146341,453.7,11.427764423076924
2,2,0,0,23,286.80479400749067,150.0,13.19260653409091
2,2,0,0,24,757.4782352941177,272.5,5.795181
1,2,0,0,20,315.5686956521739,144.0,2.2952397540983607
2,2,1,0,40,1699.185905172414,634.89,17.09771186440678
1,2,0,0,47,2867.860714285714,134.2,6.872842741935483
2,2,0,0,28,485.8716336241079,145.0,96.67732840050378
1,2,0,1,54,1499.5783783783784,645.0,13.40671875
1,2,0,0,20,1088.658888888889,231.125,1.2479812072892935
1,2,0,0,53,781.4468089053803,284.5,25.999168977813
2,2,1,0,38,2319.278548387097,300.0,14.953139857369257
1,2,0,0,63,651.5523423423423,405.0,31.822541208791208
1,2,1,0,34,825.797256097561,429.265,8.403446969696969
2,2,0,0,32,1504.6897777777776,590.0,32.30328714622642
2,2,0,0,33,9474.660816326532,1030.0,15.589618902439025
1,2,0,0,32,999.787352112676,281.0,32.35057073353293
2,2,0,0,31,2844.793613526569,799.0,49.45394917582418
1,2,0,0,45,3763.219266666667,629.25,14.447883702531646
1,2,0,0,28,25432.03846153846,21500.0,1.5577928149606302
1,2,0,0,24,562.9647747747748,106.82,27.921430785123967
2,2,0,0,20,491.6039583333333,160.995,4.259387755102041
1,2,0,0,38,2222.1086885245904,1497.0,3.073922806291391
1,2,1,0,31,548.104393939394,375.0,3.4575451807228914
2,2,0,0,38,3902.0773684210526,2390.8,1.6336175847457628
1,2,0,0,65,816.4132938856015,373.5,24.1117119140625
1,2,0,0,31,6788.267902097902,694.0,6.897738708399366
1,2,0,0,32,11383.333333333334,11250.0,0.5188103693181818
1,2,0,0,25,8334.956944444444,972.0,10.288521126760562
2,2,0,0,23,916.5491,231.5,6.704157488986785
2,2,0,0,48,5141.336153846155,1595.725,3.276847826086956
1,2,0,1,21,280.52,192.48,1.5385673076923077
1,2,0,0,59,4943.192487046632,910.2,9.383892771565495
2,2,0,0,66,5992.462857142857,1033.71,2.671575235109718
2,2,0,0,22,1687.0402941176471,270.49,1.7305246655518396
1,2,0,0,23,278.03824999999995,141.51999999999998,2.844567757009346
2,2,0,0,25,1006.747118644068,430.0,8.781298899755502
2,2,0,0,35,1505.676407617087,549.59,92.69411931818182
2,2,1,0,33,4548.573114285715,282.5,17.60810950413223
1,2,0,0,26,436.235835694051,120.7,53.81076898998331
2,2,1,0,48,2154.669939759036,192.0,10.936193181818185
2,2,0,0,32,4811.766031746032,891.0,9.030721153846152
1,2,0,0,26,1856.1788990825687,485.0,6.840452319587629
1,2,0,0,24,56.13333333333333,49.5,0.3033575581395348
1,2,0,0,22,1016.2008823529412,294.2,18.31599557522124
2,2,0,0,58,1730.1235706084958,280.0,41.88075533175355
2,2,0,0,30,2899.3891612903226,479.0,7.955675590219225
2,2,0,0,24,337.65589552238805,219.5,21.69436835106383
2,2,0,0,41,3452.3905597014927,770.215,13.051332
1,2,0,0,28,1407.0379813664597,429.635,15.681078
2,2,1,1,33,4921.216093189964,983.0,26.704050707547168
2,2,0,0,27,2130.793591331269,558.0,15.506483635646688
2,2,0,0,63,2405.06945945946,368.97,8.867436023622048
2,2,0,0,38,1047.7153999999998,399.0,23.05823863636364
1,2,0,0,35,1193.1793243243242,611.95,6.951631944444445
2,2,0,0,25,651.9947428571429,240.0,8.618856189320388
1,2,0,0,23,1224.8707407407403,790.0,1.598824173151751
1,2,0,0,23,867.8424137931034,256.5,2.8065798887122417
1,2,1,0,47,2491.684650283554,760.0,25.197350352112675
1,2,1,0,29,694.0512739463602,323.39,49.88398351648352
1,2,1,0,21,1467.19,499.0,6.711721153846154
1,2,0,0,23,1926.8080362537764,375.0,18.41792618829982
2,2,1,0,33,1882.905352585628,300.0,76.04111891778524
1,2,0,0,27,2025.7802366863905,664.0,16.150178571428572
2,2,0,0,21,525.2454545454544,90.9,3.3149071782178217
2,2,0,0,33,2143.428225806452,463.25,21.034400875796177
2,2,0,0,34,484.39919921875,204.85,24.736
1,2,0,1,28,914.7994444444444,312.0,16.113639705882353
2,2,0,0,44,44729.16666666666,50000.0,14.6097
1,2,1,0,38,3430.305,3488.0,3.0506207289293847
2,2,0,0,66,3097.2000000000003,2092.1,0.9427350663716814
2,2,1,0,31,1295.9329315068494,266.295,34.82589145768026
1,2,0,0,21,182.9764705882353,62.5,2.613267045454545
2,2,0,0,29,591.5327816901408,162.51,15.007070312499998
2,2,0,0,44,2214.318464491362,634.16,25.130922147385103
2,2,0,0,30,1468.781616766467,267.0,24.63469204361874
1,2,0,0,21,594.3455216284987,210.94,26.700205078125
2,2,0,0,22,899.7584595959597,221.2,22.11560091743119
2,2,0,0,25,949.0064705882352,500.0,2.423545081967213
1,2,1,1,31,1046.273536121673,351.0,21.87130635245901
2,2,1,1,38,1480.0502958579882,455.8,56.34870598591549
1,2,0,0,21,559.142105263158,293.7,1.9670089285714287
1,2,0,0,48,816.6666666666666,1200.0,0.5202884615384615
2,2,0,0,32,642.9618151260505,350.0,47.90989583333333
1,2,0,0,50,1523.6716083916083,634.0,7.465648584905661
1,2,1,1,23,788.4190498812353,365.5,40.48633293838862
1,2,1,0,27,2022.9235420098844,771.0,29.04903007075472
2,2,1,0,38,716.2921476063829,231.92,71.63859154929577
2,2,1,0,28,797.4007388137356,328.0,55.713975
1,2,1,0,39,1302.874577777778,490.24,11.282202429983524
1,2,0,0,21,1162.1217770034843,244.98,13.865687500000002
1,2,1,0,31,1561.664885057471,500.0,8.340183070866143
2,2,0,0,23,38600.0,38600.0,1.0
2,2,0,0,38,1851.23,300.0,8.509233870967742
2,2,0,0,30,617.0704663212435,204.41,64.2503408203125
1,2,0,0,22,468.6248581560285,128.5,14.927302173913043
2,2,0,0,24,416.3162790697674,209.0,2.192270728643216
2,2,0,0,24,943.1947368421052,400.0,12.304268617021275
1,2,0,1,47,2505.50952,934.88,13.885435675182482
2,2,0,0,56,5024.552325581395,3500.0,2.988095034246576
2,2,0,0,49,429.89,252.0,53.26453125
1,2,1,0,28,1456.3997,931.005,4.800768927444794
2,2,1,0,65,5777.603441108545,1750.0,23.45047486654804
1,2,1,0,34,779.5598461538461,185.0,23.38530585106383
1,2,0,0,34,1003.2295367847412,190.0,18.493929014900665
2,2,0,0,36,29375.0,30000.0,0.8425432525951557
1,2,0,0,22,136.38371212121214,99.0,6.34702606635071
2,2,1,1,33,1450.4311726685137,460.45,51.58550176056338
2,2,0,0,39,656.5211428571429,383.26,17.182106854838707
1,2,0,0,25,1412.861923076923,489.5,25.33907327586207
2,2,0,0,36,471.6780555555556,330.735,2.773993670886076
2,2,1,0,17,310.3852380952381,214.3,3.684002161383285
1,2,0,0,23,3266.6666666666665,3500.0,0.5779153481012659
1,2,0,0,25,3789.206896551724,1000.0,1.4517588404605264
2,2,0,0,22,450.8601165048544,115.505,49.37004921259843
2,2,0,0,43,5855.63390625,900.0,9.335271565495209
1,2,0,0,26,1345.9695855855853,200.0,27.07125901442308
2,2,1,0,41,530.0328648648648,136.8,17.219638761467888
1,2,1,0,33,3507.688095238096,1614.635,2.177766183986371
2,2,0,0,24,2200.0,2200.0,1.0
2,2,0,0,28,262.38388888888886,132.4,1.1631926751592356
1,2,0,0,22,323.02214285714285,192.0,2.6249460985626287
1,2,0,0,33,962.8605323741008,400.0,33.26042158018868
2,2,0,1,29,2934.8767406819984,320.0,60.252589285714286
2,2,0,0,39,44143.34313953488,30000.0,4.36261875
2,2,0,0,21,1844.612,300.0,1.7372645547945205
2,3,0,0,43,1855.0562686567168,449.5,4.14485899390244
1,3,1,0,30,988.06875,777.4549999999999,1.4239473684210526
2,3,0,0,31,1174.394470046083,300.0,10.368605769230768
1,3,0,1,33,1344.3648412698417,411.0,8.56037109375
1,3,1,0,29,678.3173282442749,362.7,9.49340625
1,3,1,0,44,48168.60204081632,40000.0,13.3161328125
2,3,0,0,33,1463.0217142857143,350.0,9.344654605263155
2,3,0,0,44,3620.8333333333335,485.5,3.804609375
2,3,0,0,33,14625.0,13000.0,0.4718895348837209
1,3,0,1,28,920.497564102564,362.5,45.36451433121019
1,3,0,0,51,3182.772867132868,1000.0,14.062918012924072
2,3,0,0,35,1989.399589041096,682.99,10.682172475961538
1,3,1,0,37,3506.608413793104,900.0,21.740625
2,3,0,0,32,3283.010070921986,599.0,29.59723706896552
2,3,0,0,39,117.75,118.5,40.5825
1,3,0,0,25,461.87,446.32,2.8889237288135594
2,3,0,0,51,1646.0144538834954,410.525,39.87279014308426
1,3,0,0,45,2119.215151515152,700.0,28.3377801724138
1,3,0,0,25,32081.777272727275,9780.0,6.9086875
1,3,0,0,30,7313.13282051282,3500.0,3.7505154028436016
2,3,0,0,62,17355.882352941175,10000.0,1.6718154281098547
2,3,0,0,54,1362.1722153846154,699.74,15.529017857142858
2,3,0,0,41,958.1595238095238,217.48,15.2184375
1,3,0,0,26,602.1401492537314,153.7,5.010492936117936
2,3,1,0,30,2077.971737891738,454.0,16.745051920062696
2,3,0,0,22,198.675,174.75,3.2348369565217387
2,3,0,0,48,1456.031473988439,236.4,16.55842570754717
2,3,0,0,34,1145.226703539823,313.625,21.63123820754717
2,3,0,0,38,2585.670365853658,1000.0,10.145625
1,3,0,1,46,492.0000793021412,200.0,60.44236122047244
2,3,1,0,33,4299.986023391813,1000.58,17.262705223880598
2,3,0,0,22,438.200925925926,258.0,5.388823770491803
1,3,1,0,34,626.3607486631016,297.5,10.311042798913045
2,3,0,0,25,1429.847039337474,403.96,26.82666172445256
1,3,0,0,30,594.2831493506493,300.0,25.89656767955801
2,3,0,0,40,8268.730497737557,4900.0,10.592991141732284
1,3,0,0,29,872.363152866242,255.0,35.266342250922506
1,3,1,0,34,2610.705061728396,1022.85,5.190288157894737
2,3,1,0,25,928.6219866666668,119.895,36.11970925632912
2,3,0,0,47,665.8107142857143,460.36,6.806968849840255
1,3,1,0,22,294.7027868852459,168.0,8.813209058544304
1,3,1,0,41,1394.218274509804,699.5,24.254384765625
2,3,0,0,28,1358.5295862068965,355.68,20.432161458333333
1,3,0,1,32,1823.6410566037737,1324.22,12.702002952755906
1,3,1,0,37,794.9738798370672,572.25,46.995300707547166
1,3,1,0,29,555.2169797687861,300.0,41.21784246575342
1,3,0,0,42,604.755,404.965,15.538825657894735
1,3,0,0,48,681.2789361702127,388.0,9.865745689655173
2,3,0,0,34,4367.447004048584,544.0,12.028653
2,3,1,0,28,3537.5093006993,838.5,13.773649129746836
1,3,1,0,43,2629.496375545852,1026.03,32.6720830078125
1,3,0,0,33,33033.333333333336,50.0,3.0
2,3,0,0,28,11416.412527472528,890.0,4.791964749134949
2,3,0,0,59,1942.0,1037.5,8.69625
2,3,0,0,28,34460.0,36800.0,6.087375000000001
2,3,1,0,24,1170.5973627844712,311.0,57.270392002518896
2,3,0,0,46,2120.433738938053,900.0,21.59728021978022
2,3,0,0,23,206.2208333333333,157.225,2.5541433566433565
1,3,1,0,30,998.9515533980584,790.0,5.156246916118421
2,3,1,0,36,3997.423494208494,1090.0,27.708789543058
2,3,1,0,27,367.1312765957446,280.5,2.288853
2,3,0,0,27,970.708956043956,211.0,8.820877786624203
2,3,0,0,23,821.3328024193547,300.0,59.202705882352944
2,3,0,0,30,1212.0833333333333,244.0,3.350848623853212
1,3,0,0,24,164.5575,106.0,2.484642857142857
1,3,1,0,25,622.8096025104603,200.0,69.50076234076433
2,3,0,0,36,12580.014333333336,17249.2,1.5450190355329951
2,3,0,0,34,3697.3770967741934,777.0,2.0874847898230087
1,3,0,0,32,1366.8655,202.0,12.702387640449436
1,3,0,0,25,2123.043149171271,480.0,33.388329545454546
1,3,0,0,36,492.6714285714285,423.5,106.5290625
1,3,1,0,31,671.4661370716511,179.75,30.531990234375
1,3,1,0,29,1435.3179770992367,400.0,12.882813004846527
2,3,0,0,22,814.5287962962964,300.0,46.429131355932206
2,3,0,0,48,1456.031473988439,236.4,16.55842570754717
1,3,0,0,27,2767.9044444444444,737.6,17.547237544483988
1,3,0,0,28,10221.213835616438,5000.0,3.5045613170347
2,3,0,0,21,2300.0,2300.0,1.0
2,3,0,0,60,1203.1755947136564,240.0,11.534508555926545
2,3,0,0,24,503.0692307692307,249.0,4.300862771739131
2,3,1,0,33,3386.292923497268,1425.7,17.488063186813186
2,3,0,0,24,860.5038250428817,185.0,29.427360074626865
2,3,1,0,39,2517.946432337434,225.0,27.888215579710145
1,3,1,0,33,595.5141089441829,200.0,70.82884683098591
1,3,0,0,22,1428.571428571429,1500.0,1.790404411764706
1,3,0,0,28,3600.5682,724.925,2.597002986348123
2,3,0,0,54,4819.780714285714,4900.0,6.220675182481751
2,3,0,0,28,1099.1001147959184,314.0,37.51966981132075
1,3,0,0,38,887.6162962962962,160.0,1.3212148311897107
1,3,0,0,34,1396.8437611607144,339.0,42.611625
2,3,1,0,37,5770.545454545455,1781.0,2.849409574468085
2,3,0,0,24,431.8233532423208,259.0,56.17640551181103
1,3,1,0,26,949.8595557963164,251.0,45.53198642625608
2,3,1,0,33,1031.3676739562625,286.0,25.644469221105528
1,3,0,0,41,8750.675675675675,6950.0,7.207452000000001
1,3,0,0,31,3003.926360544217,400.0,26.01291061046512
2,3,0,0,66,33276.09285714285,1045.0,9.53991604477612
1,3,0,1,29,589.5126887871854,299.5,41.8926437007874
1,3,0,0,22,1297.5629487179483,500.0,4.165046052631579
2,3,0,0,35,2800.568181818182,929.0,12.119660633484164
1,3,1,0,26,1058.74603125,221.9,15.338267716535434
2,3,0,0,32,2713.9582568807346,235.0,5.861518330388693
1,3,0,0,38,1495.6108359133125,169.0,15.555554786392406
1,3,1,0,31,987.4742405063292,536.5,7.806860795454545
1,3,0,1,27,994.56405370844,336.45,43.91445802583026
1,3,0,0,30,7313.13282051282,3500.0,3.7505154028436016
2,3,0,0,51,9423.406759259258,5500.0,5.849079181494663
2,3,0,0,39,3552.532537313433,502.5,12.9683346581876
1,3,1,0,53,1876.55940397351,500.0,21.920356717011128
2,3,0,0,25,1789.4824242424245,375.0,3.665755018248175
1,3,1,0,25,957.2188499025342,217.0,37.53393479567308
1,3,0,0,21,410.1441784037559,116.0,10.575945146818922
1,3,1,0,37,1655.061875,1023.75,5.293369565217391
1,3,1,0,37,1449.7864317180615,357.75,43.659845971563975
2,3,0,0,45,1143.709483870968,203.0,10.123853272532187
2,3,0,0,26,3355.6504575163394,500.0,7.356780213270142
2,3,0,0,59,2286.026086956522,401.95,1.3012046933085502
2,3,0,0,60,1694.5582716049382,715.4749999999999,17.30096052631579
2,3,1,0,44,2544.7630604982205,1288.0,13.554297741679871
2,3,1,0,34,726.0662474437628,354.84000000000003,46.730398351648354
2,3,0,0,23,964.88225,240.5,3.121730769230769
2,3,0,0,28,2233.257887323944,548.0,6.89319976076555
2,3,0,0,33,1500.0,1500.0,1.0
2,3,1,0,30,524.4681463414635,180.0,72.5530159883721
1,3,0,0,26,1301.3770737913485,310.9,37.49746669278997
1,3,0,1,31,1036.5867215041128,413.0,41.31065490430622
1,3,0,0,29,1781.9280555555556,472.25,6.020480769230769
1,3,1,0,31,1327.9528293413173,198.5,40.663665
2,3,1,0,40,599.9521621621622,200.0,64.44916603915664
2,3,0,0,23,423.28428571428566,143.75,7.891041666666667
2,3,0,0,22,2550.0,2550.0,2.0
1,3,0,0,35,4825.516279069768,3657.5,4.829467250922509
2,3,1,1,49,867.1849693251532,519.5,46.65715321316615
1,3,0,0,27,503.82888888888886,374.16,3.34063262195122
1,3,0,0,23,363.94304054054055,271.875,9.211978527607362
1,3,0,1,32,1055.3160699588475,300.0,24.17045955882353
2,3,1,0,33,1000.2264572864322,507.73,19.107060331230283
1,3,0,1,24,822.1882558139537,490.91,5.962576879271071
1,3,1,0,44,1768.622298578199,663.01,20.16383241758242
2,3,0,0,31,722.8318965517242,197.5,28.845404411764708
2,3,0,0,31,3627.142857142857,2100.0,1.0982377577319586
1,3,1,0,31,630.6243062200956,203.2,20.29125
1,3,0,0,23,4789.0747619047615,223.15,3.57080656424581
2,3,0,0,43,4427.550414507772,763.0,9.28012144549763
1,3,1,0,32,1445.2035094339622,896.0,12.662122252747253
2,3,1,0,28,2003.117672955975,341.675,40.07836956521739
2,3,0,0,28,2774.123125,2600.0,3.162272727272727
2,3,1,0,47,1619.2121923076922,300.0,24.7299609375
2,3,0,0,26,2611.1049468520027,318.0,58.25398767605633
2,3,0,0,23,470.2370588235294,312.85,2.613267045454545
2,3,1,0,30,723.1163777596075,200.0,58.80615817535544
1,3,1,0,31,889.0221886120996,356.5,26.853255494505493
2,3,0,0,29,2110.399551020408,773.87,13.174972393992933
1,3,0,0,33,473.4911069558713,178.0,63.88399038461539
1,3,0,0,21,351.87,191.9,1.9334900102459016
2,3,0,0,29,1566.372298136646,424.0,15.581357313195548
2,3,0,0,20,400.2335714285714,269.7,1.3463388625592416
2,3,0,0,28,19615.34433333333,9650.0,5.779153481012658
2,3,1,0,40,730.9318609406953,164.0,23.66237182034976
2,3,0,0,35,209.0,35.0,13.044375
1,3,1,0,34,788.2516,688.6,1.4978777066929134
1,3,0,0,32,10638.46153846154,8000.0,2.19821875
2,3,0,0,23,9272.222222222224,8900.0,0.904065594059406
2,4,0,0,46,10000.0,10000.0,1.0
1,4,0,1,35,1140.6982237762238,577.0,34.70871710526316
1,4,1,0,38,1841.99008,560.0,17.91809752747253
1,4,1,0,36,1602.255777777778,731.75,5.3712132352941175
1,4,0,0,47,1765.3869318181817,462.92,29.43346153846154
1,4,0,0,58,12533.75,45.0,2.0123553719008265
1,4,1,0,51,2721.87815934066,868.03,20.86444915254237
1,4,0,0,37,1525.220465116279,485.0,14.89674695121951
1,4,0,0,53,4143.533237410073,2940.0,6.7154375
2,4,1,0,33,674.1312499999999,711.0,2.2545833333333336
2,4,1,0,33,1117.2866666666666,1074.86,0.3804609375
2,4,0,0,37,6343.048227272728,668.5,10.852694489465154
2,4,0,0,46,45.0,45.0,1.0
2,4,0,0,43,25103.42,25103.42,0.7515277777777778
2,4,0,0,37,179.64142857142858,179.89,106.5290625
2,4,0,0,59,5410.306896551724,7000.0,2.486392605633803
2,4,0,0,49,9571.354166666666,7500.0,4.601480314960631
2,4,1,0,34,1071.8015881458969,400.0,62.78201802507837
2,4,0,0,42,1462.688219178082,522.465,28.3043550955414
2,4,1,0,43,2263.92657807309,301.0,20.916665239726026
1,4,1,0,40,2087.709475308642,1174.26,15.529996062992128
2,4,1,0,51,2336.517891737892,900.0,17.716986940298508
1,4,1,0,32,897.46182,597.0,25.071560955518944
1,4,1,0,40,3360.137924151697,900.0,23.93857829670329
2,4,0,0,36,2424.66800925926,731.14,11.335112068965518
2,4,0,0,42,2909.0712500000004,965.855,9.7398
1,4,1,0,30,1875.915625,1473.25,3.024782608695652
2,4,0,0,65,3014.8976923076925,675.78,18.7229988170347
1,4,1,0,43,967.6834406215316,322.0,42.91647007042253
2,4,0,0,40,4861.554905660377,500.0,7.573494718309859
1,4,1,0,38,3789.783,2284.4300000000003,1.5294912060301509
1,4,0,1,56,6626.176470588235,10200.0,1.7451159359190558
1,4,1,0,38,1400.33,1124.0,2.4713701923076923
2,4,0,0,27,1130.3690722822994,211.0,83.95225961538462
2,4,0,0,41,886.1526063829788,359.42,13.432235915492958
2,4,0,0,48,7580.11216931217,1062.0,10.00446847826087
1,4,1,0,32,6817.856250000001,3942.375,0.6689423076923077
2,4,0,0,48,2761.1659021406726,2000.0,15.600091105015675
1,4,1,0,37,3506.608413793104,900.0,21.740625
1,4,1,0,43,1663.7638630806844,892.14,22.34951862657092
2,4,0,0,39,1471.859646017699,370.0,10.764841549295774
2,4,0,0,33,5684.349054054054,2600.0,3.5751250000000003
1,4,1,0,38,1073.4051851851852,718.0,3.900928599683545
1,4,0,1,53,1847.2037962962963,546.0,9.28582627118644
2,4,0,0,51,11579.076914893616,5000.0,4.784391722408027
2,4,0,0,60,3173.2626811594205,700.0,6.785603796445881
1,4,1,0,31,2196.2278181818183,485.0,18.51215936018957
1,4,1,0,55,4695.977023809524,1590.5,6.5388682864450125
2,4,1,0,63,2920.794077669903,919.56,14.834375985804416
2,4,1,0,40,3153.166969205835,599.0,29.481243131868133
2,4,0,1,56,2084.16331147541,400.0,29.05554577464789
1,4,1,0,44,3456.7966666666666,2829.89,0.5968014705882353
2,4,1,0,39,562.7617131474103,254.8,12.50352802782324
2,4,0,0,67,5884.116,6060.0,1.8604446821515888
2,4,1,0,34,1463.3392,300.0,7.302513195777352
1,4,0,0,41,2310.41875,3400.0,1.6341946308724833
2,4,0,0,64,6548.259444444445,415.945,3.628236754966888
2,4,1,0,36,3698.103604651162,703.755,49.1562676056338
1,4,0,0,44,1758.946775510204,543.05,46.89958726415094
2,4,0,0,50,1579.590909090909,710.0,0.8606828406169666
1,4,1,0,40,3535.03,1000.0,2.2481782670454544
2,4,1,0,46,2612.5196208530806,1000.0,11.015747212692968
2,4,0,0,47,2475.521452991453,681.9749999999999,12.112633928571428
1,4,0,0,53,4117.138406374502,699.0,12.42220426829268
2,4,1,0,34,1064.9436597938145,558.15,20.152743174061435
1,4,1,0,58,4048.123660714286,2263.0,16.029451410658307
2,4,0,0,52,12959.574468085106,11000.0,2.416441089527027
2,4,0,0,31,802.7241666666666,276.995,15.880108695652174
1,4,1,0,38,774.4415789473684,395.4,1.889871323529412
2,4,0,0,35,910.7939568345324,437.0,61.31486413043479
2,4,0,0,49,3520.2755882352944,1536.505,20.29125
2,4,1,0,39,1250.471964285714,533.6800000000001,63.652219917012445
1,4,1,0,43,3368.9819924812027,801.55,13.164567073170732
1,4,0,0,51,308.6425,257.785,60.87375
1,4,1,0,32,1298.6788555858311,521.725,51.83449245939675
2,4,1,1,39,1257.6857788944726,669.0,9.4639658203125
1,4,0,0,60,6752.536733333332,1683.0,7.246875
2,4,0,0,36,16182.77472222222,1620.0,1.946230017761989
1,4,1,0,58,15713.147903225808,6248.5,3.14514375
1,4,0,0,55,43678.86421052631,5883.0,0.9851799403747872
1,4,1,0,26,928.59624,287.0,27.175781250000004
2,4,0,0,39,4618.1312,1000.0,7.60921875
2,4,0,0,39,3617.791157407408,1372.5,10.48543062200957
2,4,0,0,61,1552.152752808989,358.485,12.31309943181818
1,4,0,0,58,766.0480279898219,375.0,38.58610282258064
1,4,1,0,49,243.65635944700463,45.0,13.4517349796334
2,4,0,0,33,1713.9109203539822,521.45,27.210180973101263
2,4,0,0,53,1398.041852272727,443.0,41.98189655172414
1,4,0,0,64,5187.083888888889,6517.695,1.992231818181818
1,4,0,0,53,6935.242689075631,1899.0,5.76749701433121
2,4,0,0,54,4703.1388,2000.0,1.3142001295336787
1,4,0,0,65,3015.61,742.75,3.4785000000000004
1,4,1,0,43,1279.330245098039,640.465,10.668595360824742
1,4,1,0,32,961.2032467532468,493.07,3.679182692307693
2,4,1,0,67,520.6408755760368,300.0,10.384908608490566
1,4,1,0,52,1424.3017028380634,573.0,28.531593309859154
2,4,1,0,49,7450.855427135679,1078.63,47.54268543956045
2,4,0,0,39,6757.888181818183,1000.415,4.383707037643208
1,4,1,0,36,1569.049696969697,995.0,2.5820485218509
2,4,0,0,48,1704.2421428571429,205.6,3.580808823529412
2,4,0,0,65,2127.952183406114,412.0,11.152071
2,4,1,0,31,1783.877980997625,593.6,20.371898847376787
1,4,1,0,35,4848.949557522124,1257.0,5.424868888012618
2,4,0,0,42,20174.85,20150.0,3.804609375
1,4,1,0,65,7015.570222222223,3279.0,4.382910000000001
2,4,1,0,41,7460.339139072847,1633.6,7.215020604395605
2,4,0,0,48,5770.887288135593,1105.265,5.94627690397351
1,4,1,0,59,1120.7890283400811,475.0,11.914275950871632
1,4,0,0,44,4823.917558685445,762.5,10.257997428797468
2,4,0,0,41,901.5621739130436,286.0,21.213579545454547
2,4,1,0,47,3870.188876080692,366.5,16.63243405511811
1,4,1,0,41,2232.0557142857137,1911.36,3.492756147540984
1,4,1,0,35,1263.2223417721518,578.025,7.573269685039371
2,4,0,0,69,14697.5,14000.0,1.2621351674641148
2,4,1,0,35,943.629,945.95,8.300965909090909
2,4,0,0,51,208.321,220.82,0.957134433962264
1,4,0,0,65,4740.858940809969,1911.21,15.2659951171875
2,4,0,0,35,4284.363181818181,1944.54,3.364880653266332
2,4,0,0,44,170.75,170.75,2.0
2,4,0,0,49,3747.9738888888887,310.6,1.262358870967742
2,4,1,0,29,2499.296740331492,364.87,43.31033313679245
2,4,0,0,46,17132.5,5500.0,0.4718895348837209
2,4,0,0,48,8511.86858974359,2053.855,7.548732114467408
2,4,1,0,36,1249.4682417582417,1161.6,6.441292151162791
1,4,1,0,46,1960.561807692308,651.87,12.501718009478672
1,4,0,0,67,8071.58224137931,8000.0,2.8110489649681525
2,4,1,0,33,1107.03359375,398.2,33.53295774647887
1,4,0,0,50,9716.133333333331,4158.4,0.233531010230179
2,4,0,1,42,5109.230883977901,1500.0,8.7445625
1,4,0,0,58,4960.0,4900.0,0.2787259615384615
1,4,0,0,68,18752.5,10250.0,0.4728058252427184
2,4,1,0,37,1000.617816455696,361.495,15.242555467511885
2,4,1,0,51,1330.5350649350648,973.0,4.725079385080645
2,4,0,0,35,1401.4110831234257,298.0,19.61597301136364
1,4,1,0,34,2204.98,1050.5,0.5247737068965517
2,4,0,0,48,40229.52777777778,35000.0,1.386996835443038
2,4,0,0,57,16677.34,25000.0,1.4727520161290322
1,4,1,0,37,4303.272040816327,843.9,7.1817345505617975
2,4,0,0,52,1788.4584210526316,209.92,21.418541666666663
2,4,0,0,35,142.0,59.0,1.3639165683962264
2,4,0,0,50,4729.45131614654,1857.0,36.35652653970827
2,4,0,0,56,11100.0,9350.0,2.7669886363636365
1,4,1,0,42,1232.6850000000002,564.0,3.981415662650602
1,4,1,1,43,1772.1637265415552,763.65,17.850557193396224
1,4,1,0,40,2137.2782692307696,949.8,8.388962014134275
2,4,1,1,33,944.6973632218844,379.0,62.88057692307692
2,4,1,0,35,1632.9429475308643,397.4,31.01115566037736
2,4,0,0,51,3845.120421052632,1000.0,6.4255625
2,4,1,0,43,12025.299821428573,5000.0,2.735898876404494
2,4,0,0,53,553.9312962962963,227.9,5.193021327014217
1,4,0,0,44,756.1801793721972,323.9,16.676715294840296
2,4,0,0,55,5797.951923076924,2771.415,3.756449762658228
2,4,1,0,43,5637.288943089431,1590.0,23.58258661417323
2,4,0,0,46,965.1965524193548,308.44,47.17715625
